Time	Iso_tot	Iso_ice	Iso_do	Tsurf	Tdo	Ice_eas	Ice_nam	RSL
33.1	1.3557	0.7726	0.5831	-12.65	-2.5353	35.803	48.288	96.675
33.2	1.3531	0.7713	0.5818	-12.665	-2.5294	35.79	48.173	96.529
33.3	1.3501	0.77	0.5801	-12.692	-2.5222	35.797	48.033	96.376
33.4	1.3471	0.7689	0.5782	-12.705	-2.514	35.791	47.898	96.214
33.5	1.3438	0.7676	0.5762	-12.72	-2.5052	35.787	47.782	96.076
33.6	1.3398	0.7659	0.5739	-12.781	-2.4954	35.785	47.643	95.913
33.7	1.3361	0.7645	0.5716	-12.791	-2.4851	35.75	47.489	95.695
33.8	1.3321	0.763	0.5691	-12.811	-2.4745	35.722	47.379	95.537
33.9	1.3282	0.7615	0.5667	-12.815	-2.464	35.695	47.247	95.354
34	1.3243	0.76	0.5643	-12.806	-2.4533	35.686	47.107	95.183
34.1	1.3205	0.7586	0.5619	-12.792	-2.4429	35.675	46.975	95.02
34.2	1.3166	0.7571	0.5595	-12.769	-2.4326	35.666	46.843	94.856
34.3	1.3129	0.7558	0.5571	-12.737	-2.4224	35.643	46.724	94.693
34.4	1.3092	0.7544	0.5548	-12.711	-2.4121	35.636	46.599	94.542
34.5	1.3053	0.7529	0.5524	-12.703	-2.4018	35.619	46.474	94.378
34.6	1.3011	0.7512	0.5499	-12.717	-2.391	35.605	46.333	94.201
34.7	1.2971	0.7497	0.5474	-12.718	-2.3801	35.575	46.184	93.995
34.8	1.2929	0.748	0.5449	-12.739	-2.369	35.549	46.05	93.811
34.9	1.2884	0.7461	0.5423	-12.778	-2.3577	35.517	45.911	93.613
35	1.2842	0.7445	0.5397	-12.788	-2.3464	35.483	45.767	93.409
35.1	1.2799	0.7428	0.5371	-12.802	-2.3351	35.46	45.63	93.225
35.2	1.2757	0.7411	0.5346	-12.798	-2.3243	35.444	45.489	93.044
35.3	1.2713	0.7391	0.5322	-12.797	-2.3138	35.425	45.346	92.858
35.4	1.267	0.7371	0.5299	-12.782	-2.304	35.404	45.193	92.659
35.5	1.2629	0.7351	0.5278	-12.728	-2.2948	35.366	45.041	92.439
35.6	1.2587	0.7328	0.5259	-12.67	-2.2864	35.326	44.899	92.23
35.7	1.2546	0.7304	0.5242	-12.594	-2.279	35.281	44.752	92.01
35.8	1.2511	0.7283	0.5228	-12.463	-2.2729	35.227	44.586	91.757
35.9	1.2478	0.7261	0.5217	-12.332	-2.2681	35.184	44.449	91.55
36	1.2453	0.7244	0.5209	-12.153	-2.2648	35.135	44.297	91.318
36.1	1.2437	0.7232	0.5205	-11.945	-2.2633	35.11	44.181	91.155
36.2	1.2423	0.7218	0.5205	-11.769	-2.2631	35.103	44.096	91.05
36.3	1.2414	0.7206	0.5208	-11.612	-2.2643	35.092	43.999	90.925
36.4	1.2408	0.7195	0.5213	-11.484	-2.2666	35.075	43.893	90.784
36.5	1.2402	0.7181	0.5221	-11.396	-2.2699	35.059	43.806	90.666
36.6	1.2402	0.7171	0.5231	-11.313	-2.2743	35.042	43.687	90.51
36.7	1.2407	0.7164	0.5243	-11.246	-2.2797	35.027	43.594	90.386
36.8	1.241	0.7152	0.5258	-11.222	-2.2861	35.019	43.516	90.287
36.9	1.2414	0.7139	0.5275	-11.235	-2.2934	34.994	43.401	90.126
37	1.2424	0.7129	0.5295	-11.209	-2.302	34.97	43.269	89.946
37.1	1.2431	0.7114	0.5317	-11.233	-2.3116	34.953	43.157	89.799
37.2	1.2445	0.7103	0.5342	-11.217	-2.3225	34.902	43.03	89.593
37.3	1.246	0.7091	0.5369	-11.205	-2.3345	34.875	42.921	89.437
37.4	1.2481	0.7081	0.54	-11.174	-2.3476	34.847	42.794	89.259
37.5	1.2504	0.7072	0.5432	-11.145	-2.3619	34.84	42.687	89.127
37.6	1.2531	0.7064	0.5467	-11.109	-2.3769	34.821	42.579	88.981
37.7	1.2558	0.7055	0.5503	-11.083	-2.3925	34.812	42.478	88.855
37.8	1.2586	0.7047	0.5539	-11.072	-2.4084	34.807	42.369	88.723
37.9	1.2614	0.7038	0.5576	-11.084	-2.4242	34.793	42.259	88.581
38	1.2645	0.7034	0.5611	-11.089	-2.4397	34.777	42.165	88.455
38.1	1.2673	0.7027	0.5646	-11.113	-2.4548	34.775	42.078	88.352
38.2	1.2699	0.702	0.5679	-11.165	-2.4692	34.769	41.967	88.218
38.3	1.2723	0.7012	0.5711	-11.228	-2.4828	34.761	41.851	88.075
38.4	1.2743	0.7003	0.574	-11.307	-2.4956	34.72	41.754	87.916
38.5	1.2766	0.6998	0.5768	-11.357	-2.5079	34.685	41.653	87.76
38.6	1.2788	0.6993	0.5795	-11.412	-2.5196	34.674	41.564	87.645
38.7	1.2806	0.6985	0.5821	-11.484	-2.5309	34.655	41.496	87.545
38.8	1.2826	0.698	0.5846	-11.536	-2.5419	34.623	41.405	87.404
38.9	1.2842	0.697	0.5872	-11.61	-2.5528	34.603	41.319	87.282
39	1.286	0.6964	0.5896	-11.669	-2.5637	34.57	41.224	87.135
39.1	1.2879	0.6957	0.5922	-11.71	-2.5746	34.553	41.125	87.001
39.2	1.2899	0.6952	0.5947	-11.743	-2.5856	34.533	41.054	86.897
39.3	1.2918	0.6946	0.5972	-11.796	-2.5965	34.518	40.972	86.785
39.4	1.2938	0.6941	0.5997	-11.83	-2.6072	34.503	40.879	86.66
39.5	1.2956	0.6936	0.602	-11.891	-2.6175	34.494	40.799	86.559
39.6	1.2975	0.6933	0.6042	-11.963	-2.6271	34.472	40.728	86.452
39.7	1.299	0.6927	0.6063	-12.061	-2.6359	34.459	40.655	86.354
39.8	1.3003	0.6923	0.608	-12.183	-2.6437	34.433	40.585	86.242
39.9	1.3011	0.6916	0.6095	-12.336	-2.65	34.405	40.517	86.132
40	1.3018	0.6912	0.6106	-12.491	-2.6549	34.387	40.425	86.005
40.1	1.3018	0.6904	0.6114	-12.679	-2.6582	34.373	40.345	85.897
40.2	1.3015	0.6897	0.6118	-12.843	-2.6601	34.342	40.254	85.757
40.3	1.3007	0.6887	0.612	-13.003	-2.6608	34.32	40.163	85.627
40.4	1.2995	0.6876	0.6119	-13.147	-2.6604	34.295	40.066	85.487
40.5	1.2978	0.6862	0.6116	-13.286	-2.6593	34.257	39.963	85.325
40.6	1.2961	0.6849	0.6112	-13.366	-2.6576	34.213	39.853	85.147
40.7	1.2941	0.6833	0.6108	-13.42	-2.6556	34.172	39.757	84.99
40.8	1.292	0.6817	0.6103	-13.449	-2.6535	34.129	39.64	84.806
40.9	1.2897	0.6799	0.6098	-13.462	-2.6512	34.086	39.527	84.626
41	1.2879	0.6786	0.6093	-13.41	-2.6492	34.041	39.41	84.441
41.1	1.2859	0.6771	0.6088	-13.382	-2.647	34.016	39.319	84.307
41.2	1.2841	0.6758	0.6083	-13.326	-2.6449	33.98	39.204	84.134
41.3	1.2824	0.6745	0.6079	-13.273	-2.6429	33.95	39.118	84
41.4	1.2808	0.6735	0.6073	-13.226	-2.6406	33.919	39.028	83.86
41.5	1.2791	0.6723	0.6068	-13.194	-2.6381	33.893	38.956	83.748
41.6	1.2775	0.6715	0.606	-13.167	-2.635	33.865	38.881	83.629
41.7	1.2756	0.6704	0.6052	-13.178	-2.6312	33.829	38.83	83.529
41.8	1.2736	0.6695	0.6041	-13.194	-2.6266	33.792	38.759	83.406
41.9	1.2711	0.6683	0.6028	-13.248	-2.6209	33.755	38.699	83.294
42	1.2685	0.6672	0.6013	-13.294	-2.6143	33.707	38.619	83.146
42.1	1.2654	0.6659	0.5995	-13.353	-2.6065	33.662	38.551	83.016
42.2	1.2622	0.6647	0.5975	-13.389	-2.598	33.608	38.468	82.859
42.3	1.2586	0.6632	0.5954	-13.426	-2.5887	33.557	38.404	82.727
42.4	1.2549	0.6618	0.5931	-13.439	-2.5787	33.512	38.319	82.576
42.5	1.251	0.6603	0.5907	-13.434	-2.5682	33.447	38.255	82.429
42.6	1.2469	0.6588	0.5881	-13.412	-2.5572	33.375	38.188	82.27
42.7	1.2426	0.6571	0.5855	-13.378	-2.5458	33.298	38.137	82.122
42.8	1.2381	0.6553	0.5828	-13.342	-2.534	33.211	38.069	81.944
42.9	1.2336	0.6536	0.58	-13.286	-2.5218	33.129	37.992	81.76
43	1.2293	0.6522	0.5771	-13.226	-2.5092	33.051	37.923	81.591
43.1	1.2251	0.651	0.5741	-13.17	-2.4961	32.989	37.865	81.453
43.2	1.2206	0.6496	0.571	-13.133	-2.4825	32.944	37.805	81.334
43.3	1.2162	0.6485	0.5677	-13.104	-2.4681	32.889	37.742	81.198
43.4	1.2116	0.6473	0.5643	-13.097	-2.4533	32.846	37.684	81.08
43.5	1.2068	0.6461	0.5607	-13.11	-2.4379	32.785	37.633	80.952
43.6	1.2021	0.645	0.5571	-13.114	-2.4223	32.731	37.569	80.817
43.7	1.1974	0.6439	0.5535	-13.126	-2.4066	32.694	37.511	80.708
43.8	1.1928	0.6428	0.55	-13.127	-2.3912	32.656	37.459	80.604
43.9	1.1883	0.6417	0.5466	-13.125	-2.3764	32.618	37.41	80.505
44	1.1841	0.6407	0.5434	-13.103	-2.3625	32.587	37.359	80.41
44.1	1.1803	0.6399	0.5404	-13.057	-2.3498	32.545	37.324	80.32
44.2	1.1764	0.6386	0.5378	-13.012	-2.3382	32.529	37.287	80.26
44.3	1.1728	0.6374	0.5354	-12.966	-2.3279	32.492	37.23	80.152
44.4	1.1696	0.6362	0.5334	-12.89	-2.319	32.455	37.179	80.05
44.5	1.1667	0.6351	0.5316	-12.811	-2.3114	32.413	37.139	79.955
44.6	1.1643	0.6341	0.5302	-12.703	-2.3052	32.387	37.078	79.856
44.7	1.162	0.633	0.529	-12.605	-2.3002	32.367	37.036	79.785
44.8	1.1599	0.6318	0.5281	-12.509	-2.2963	32.337	36.984	79.69
44.9	1.1583	0.6308	0.5275	-12.399	-2.2933	32.291	36.944	79.591
45	1.157	0.63	0.527	-12.293	-2.2912	32.266	36.897	79.51
45.1	1.1557	0.629	0.5267	-12.196	-2.29	32.246	36.874	79.46
45.2	1.1547	0.6281	0.5266	-12.111	-2.2895	32.213	36.833	79.375
45.3	1.154	0.6274	0.5266	-12.027	-2.2898	32.179	36.799	79.296
45.4	1.1535	0.6266	0.5269	-11.941	-2.2907	32.154	36.766	79.23
45.5	1.1532	0.6259	0.5273	-11.86	-2.2924	32.126	36.75	79.179
45.6	1.1533	0.6254	0.5279	-11.753	-2.2951	32.103	36.727	79.126
45.7	1.1534	0.6247	0.5287	-11.677	-2.2987	32.091	36.709	79.091
45.8	1.1539	0.6242	0.5297	-11.571	-2.3032	32.067	36.681	79.032
45.9	1.1547	0.6236	0.5311	-11.46	-2.309	32.043	36.672	78.994
46	1.156	0.6234	0.5326	-11.337	-2.3158	32.023	36.656	78.953
46.1	1.1578	0.6233	0.5345	-11.2	-2.324	32.006	36.66	78.937
46.2	1.1598	0.6231	0.5367	-11.087	-2.3333	32.001	36.675	78.948
46.3	1.1627	0.6237	0.539	-10.955	-2.3437	31.993	36.676	78.941
46.4	1.1654	0.6238	0.5416	-10.872	-2.3546	32.011	36.709	78.998
46.5	1.1686	0.6245	0.5441	-10.801	-2.3658	32.01	36.718	79.009
46.6	1.1717	0.625	0.5467	-10.775	-2.3768	32.031	36.747	79.066
46.7	1.1751	0.626	0.5491	-10.768	-2.3875	32.052	36.768	79.114
46.8	1.1783	0.627	0.5513	-10.816	-2.3971	32.075	36.812	79.193
46.9	1.1811	0.6279	0.5532	-10.904	-2.4053	32.104	36.852	79.271
47	1.1836	0.6289	0.5547	-11.018	-2.4118	32.114	36.896	79.334
47.1	1.1856	0.6298	0.5558	-11.151	-2.4165	32.136	36.945	79.415
47.2	1.1871	0.6306	0.5565	-11.279	-2.4196	32.145	36.98	79.466
47.3	1.188	0.6312	0.5568	-11.419	-2.4209	32.164	37.013	79.525
47.4	1.1883	0.6315	0.5568	-11.557	-2.4208	32.175	37.019	79.545
47.5	1.1884	0.6319	0.5565	-11.672	-2.4194	32.183	37.028	79.563
47.6	1.1882	0.6323	0.5559	-11.767	-2.4171	32.193	37.039	79.588
47.7	1.1876	0.6324	0.5552	-11.857	-2.4138	32.204	37.053	79.617
47.8	1.1869	0.6326	0.5543	-11.915	-2.4102	32.204	37.056	79.621
47.9	1.1861	0.6327	0.5534	-11.954	-2.4063	32.208	37.056	79.625
48	1.1853	0.6328	0.5525	-11.984	-2.402	32.205	37.071	79.639
48.1	1.1841	0.6327	0.5514	-12.014	-2.3974	32.193	37.09	79.647
48.2	1.183	0.6327	0.5503	-12.032	-2.3924	32.181	37.086	79.628
48.3	1.1815	0.6325	0.549	-12.07	-2.3869	32.17	37.104	79.637
48.4	1.1802	0.6326	0.5476	-12.082	-2.381	32.161	37.092	79.613
48.5	1.1785	0.6323	0.5462	-12.117	-2.3747	32.16	37.094	79.614
48.6	1.1767	0.6321	0.5446	-12.157	-2.368	32.134	37.087	79.576
48.7	1.1746	0.6316	0.543	-12.208	-2.3609	32.113	37.084	79.549
48.8	1.1725	0.6313	0.5412	-12.253	-2.3532	32.084	37.065	79.492
48.9	1.17	0.6306	0.5394	-12.322	-2.3451	32.048	37.069	79.456
49	1.1676	0.6301	0.5375	-12.363	-2.3368	32.004	37.039	79.371
49.1	1.1648	0.6294	0.5354	-12.431	-2.3278	31.991	37.014	79.327
49.2	1.1618	0.6285	0.5333	-12.481	-2.3186	31.948	36.984	79.243
49.3	1.1588	0.6277	0.5311	-12.513	-2.3092	31.916	36.95	79.167
49.4	1.156	0.627	0.529	-12.506	-2.2999	31.878	36.913	79.081
49.5	1.1532	0.6263	0.5269	-12.479	-2.2908	31.854	36.891	79.029
49.6	1.1504	0.6255	0.5249	-12.437	-2.282	31.837	36.87	78.985
49.7	1.1477	0.6248	0.5229	-12.362	-2.2737	31.802	36.863	78.936
49.8	1.1452	0.624	0.5212	-12.258	-2.266	31.772	36.843	78.879
49.9	1.1429	0.6233	0.5196	-12.134	-2.2591	31.735	36.84	78.832
50	1.141	0.6229	0.5181	-11.995	-2.2526	31.702	36.845	78.8
50.1	1.1393	0.6225	0.5168	-11.85	-2.2469	31.677	36.859	78.787
50.2	1.1376	0.6221	0.5155	-11.743	-2.2415	31.654	36.876	78.781
50.3	1.1362	0.6218	0.5144	-11.625	-2.2365	31.616	36.886	78.749
50.4	1.1349	0.6216	0.5133	-11.543	-2.2318	31.6	36.909	78.757
50.5	1.1339	0.6216	0.5123	-11.458	-2.2274	31.584	36.917	78.748
50.6	1.1329	0.6216	0.5113	-11.415	-2.2231	31.582	36.933	78.764
50.7	1.1322	0.6218	0.5104	-11.363	-2.219	31.572	36.938	78.757
50.8	1.131	0.6216	0.5094	-11.375	-2.2149	31.567	36.971	78.789
50.9	1.1301	0.6216	0.5085	-11.375	-2.211	31.543	36.975	78.767
51	1.1295	0.6218	0.5077	-11.347	-2.2075	31.536	36.98	78.765
51.1	1.129	0.6219	0.5071	-11.313	-2.2047	31.542	37.009	78.806
51.2	1.1286	0.622	0.5066	-11.291	-2.2024	31.545	37.035	78.839
51.3	1.1284	0.6222	0.5062	-11.244	-2.2009	31.536	37.064	78.861
51.4	1.1286	0.6226	0.506	-11.198	-2.2001	31.545	37.092	78.905
51.5	1.1287	0.6227	0.506	-11.172	-2.2001	31.557	37.118	78.948
51.6	1.1289	0.6228	0.5061	-11.152	-2.2004	31.556	37.134	78.965
51.7	1.1293	0.623	0.5063	-11.135	-2.2011	31.566	37.124	78.965
51.8	1.1299	0.6234	0.5065	-11.107	-2.202	31.569	37.154	79.004
51.9	1.1303	0.6237	0.5066	-11.109	-2.2026	31.577	37.192	79.055
52	1.1307	0.624	0.5067	-11.105	-2.2029	31.563	37.232	79.086
52.1	1.1314	0.6247	0.5067	-11.087	-2.2028	31.573	37.277	79.149
52.2	1.1316	0.6251	0.5065	-11.097	-2.2023	31.583	37.347	79.241
52.3	1.1318	0.6255	0.5063	-11.105	-2.2011	31.582	37.372	79.268
52.4	1.1317	0.6259	0.5058	-11.112	-2.1992	31.594	37.405	79.32
52.5	1.1315	0.6262	0.5053	-11.117	-2.1968	31.588	37.446	79.361
52.6	1.1313	0.6267	0.5046	-11.117	-2.1938	31.591	37.495	79.421
52.7	1.131	0.6272	0.5038	-11.113	-2.1905	31.605	37.529	79.476
52.8	1.1305	0.6275	0.503	-11.109	-2.187	31.616	37.582	79.548
52.9	1.1302	0.628	0.5022	-11.087	-2.1835	31.621	37.617	79.596
53	1.1304	0.6289	0.5015	-11.032	-2.1805	31.641	37.661	79.668
53.1	1.1304	0.6295	0.5009	-10.988	-2.1778	31.661	37.747	79.791
53.2	1.1308	0.6304	0.5004	-10.931	-2.1756	31.669	37.819	79.882
53.3	1.1312	0.6312	0.5	-10.884	-2.1739	31.703	37.896	80.01
53.4	1.1318	0.6321	0.4997	-10.839	-2.1726	31.72	37.979	80.126
53.5	1.1326	0.6331	0.4995	-10.792	-2.1716	31.741	38.053	80.235
53.6	1.1333	0.634	0.4993	-10.766	-2.1708	31.771	38.127	80.354
53.7	1.134	0.6349	0.4991	-10.752	-2.1699	31.791	38.205	80.468
53.8	1.1348	0.636	0.4988	-10.751	-2.1687	31.798	38.287	80.569
53.9	1.1354	0.637	0.4984	-10.79	-2.167	31.833	38.346	80.676
54	1.136	0.6381	0.4979	-10.826	-2.1646	31.847	38.418	80.777
54.1	1.1363	0.6391	0.4972	-10.887	-2.1615	31.87	38.504	80.901
54.2	1.1364	0.6401	0.4963	-10.952	-2.1578	31.884	38.579	81.005
54.3	1.1364	0.6411	0.4953	-11.018	-2.1535	31.881	38.668	81.103
54.4	1.1361	0.6419	0.4942	-11.085	-2.1488	31.893	38.748	81.208
54.5	1.1355	0.6425	0.493	-11.167	-2.1437	31.898	38.817	81.295
54.6	1.135	0.6431	0.4919	-11.205	-2.1387	31.892	38.88	81.359
54.7	1.1344	0.6435	0.4909	-11.232	-2.1343	31.901	38.937	81.436
54.8	1.134	0.6439	0.4901	-11.243	-2.1308	31.908	38.994	81.509
54.9	1.134	0.6445	0.4895	-11.2	-2.1283	31.913	39.039	81.565
55	1.1342	0.6449	0.4893	-11.144	-2.1275	31.929	39.091	81.645
55.1	1.1347	0.6453	0.4894	-11.083	-2.128	31.93	39.144	81.706
55.2	1.1357	0.6458	0.4899	-11.015	-2.1298	31.932	39.204	81.778
55.3	1.1372	0.6466	0.4906	-10.927	-2.1331	31.934	39.275	81.862
55.4	1.1393	0.6477	0.4916	-10.83	-2.1373	31.955	39.359	81.982
55.5	1.1416	0.6488	0.4928	-10.747	-2.1425	31.975	39.46	82.121
55.6	1.1441	0.6501	0.494	-10.674	-2.1479	32.002	39.566	82.275
55.7	1.1468	0.6515	0.4953	-10.619	-2.1533	32.036	39.671	82.435
55.8	1.1496	0.6532	0.4964	-10.585	-2.1583	32.075	39.798	82.625
55.9	1.1526	0.6551	0.4975	-10.565	-2.1631	32.123	39.922	82.823
56	1.1556	0.6571	0.4985	-10.573	-2.1675	32.177	40.069	83.055
56.1	1.1586	0.6591	0.4995	-10.583	-2.1717	32.235	40.217	83.291
56.2	1.1615	0.6611	0.5004	-10.607	-2.1756	32.288	40.375	83.534
56.3	1.1644	0.6631	0.5013	-10.626	-2.1795	32.339	40.533	83.774
56.4	1.1675	0.6653	0.5022	-10.641	-2.1836	32.408	40.695	84.04
56.5	1.1706	0.6673	0.5033	-10.646	-2.1882	32.468	40.863	84.303
56.6	1.1736	0.6691	0.5045	-10.644	-2.1936	32.523	41.028	84.555
56.7	1.177	0.6711	0.5059	-10.625	-2.1998	32.578	41.18	84.793
56.8	1.1807	0.6731	0.5076	-10.561	-2.2071	32.63	41.341	85.038
56.9	1.1844	0.6749	0.5095	-10.54	-2.2154	32.693	41.511	85.306
57	1.1889	0.6771	0.5118	-10.465	-2.2251	32.747	41.648	85.525
57.1	1.1933	0.6791	0.5142	-10.429	-2.2356	32.836	41.817	85.823
57.2	1.198	0.6812	0.5168	-10.397	-2.247	32.911	41.952	86.064
57.3	1.2031	0.6835	0.5196	-10.373	-2.2591	33.008	42.055	86.294
57.4	1.2084	0.6859	0.5225	-10.37	-2.2718	33.122	42.175	86.563
57.5	1.2137	0.6882	0.5255	-10.4	-2.2848	33.221	42.309	86.831
57.6	1.2191	0.6906	0.5285	-10.466	-2.298	33.301	42.454	87.09
57.7	1.2242	0.6927	0.5315	-10.572	-2.311	33.41	42.569	87.347
57.8	1.2292	0.6947	0.5345	-10.708	-2.324	33.494	42.669	87.56
57.9	1.2343	0.6968	0.5375	-10.833	-2.337	33.589	42.756	87.767
58	1.2387	0.6983	0.5404	-11.012	-2.3498	33.695	42.842	87.99
58.1	1.243	0.6997	0.5433	-11.168	-2.3623	33.752	42.899	88.121
58.2	1.2472	0.701	0.5462	-11.286	-2.3748	33.813	42.966	88.267
58.3	1.2509	0.7018	0.5491	-11.413	-2.3872	33.886	43.013	88.406
58.4	1.2549	0.703	0.5519	-11.471	-2.3994	33.938	43.041	88.498
58.5	1.2585	0.7039	0.5546	-11.517	-2.4113	33.996	43.099	88.631
58.6	1.2627	0.7054	0.5573	-11.488	-2.4231	34.049	43.156	88.757
58.7	1.2669	0.707	0.5599	-11.428	-2.4346	34.119	43.255	88.951
58.8	1.2713	0.7089	0.5624	-11.34	-2.4452	34.185	43.385	89.177
58.9	1.2753	0.7107	0.5646	-11.28	-2.4546	34.267	43.529	89.437
59	1.2791	0.7127	0.5664	-11.24	-2.4627	34.336	43.667	89.675
59.1	1.2827	0.7147	0.568	-11.207	-2.4696	34.397	43.805	89.903
59.2	1.2864	0.717	0.5694	-11.198	-2.4756	34.465	43.958	90.158
59.3	1.2899	0.7194	0.5705	-11.208	-2.4805	34.521	44.144	90.437
59.4	1.2931	0.7217	0.5714	-11.257	-2.4843	34.582	44.33	90.719
59.5	1.296	0.7239	0.5721	-11.338	-2.4873	34.625	44.508	90.974
59.6	1.2987	0.7261	0.5726	-11.449	-2.4895	34.66	44.684	91.218
59.7	1.3013	0.7283	0.573	-11.554	-2.4911	34.705	44.844	91.453
59.8	1.3037	0.7305	0.5732	-11.664	-2.4922	34.746	45.015	91.696
59.9	1.3057	0.7324	0.5733	-11.781	-2.4927	34.796	45.179	91.943
60	1.3071	0.7337	0.5734	-11.916	-2.4931	34.828	45.325	92.147
60.1	1.3088	0.7353	0.5735	-12.006	-2.4935	34.845	45.449	92.309
60.2	1.3104	0.7368	0.5736	-12.104	-2.4941	34.872	45.586	92.498
60.3	1.312	0.7382	0.5738	-12.192	-2.4947	34.91	45.704	92.678
60.4	1.3136	0.7397	0.5739	-12.267	-2.4952	34.937	45.823	92.846
60.5	1.3149	0.7409	0.574	-12.358	-2.4956	34.962	45.95	93.02
60.6	1.3163	0.7423	0.574	-12.442	-2.4956	34.993	46.048	93.168
60.7	1.3175	0.7436	0.5739	-12.533	-2.4953	35.02	46.179	93.35
60.8	1.3182	0.7445	0.5737	-12.656	-2.4944	35.05	46.288	93.511
60.9	1.3186	0.7453	0.5733	-12.779	-2.4927	35.066	46.375	93.629
61	1.3185	0.7458	0.5727	-12.927	-2.4901	35.078	46.451	93.73
61.1	1.3179	0.746	0.5719	-13.049	-2.4866	35.07	46.52	93.8
61.2	1.3167	0.7458	0.5709	-13.166	-2.482	35.078	46.559	93.854
61.3	1.3146	0.7451	0.5695	-13.27	-2.4762	35.066	46.561	93.842
61.4	1.3127	0.7447	0.568	-13.293	-2.4694	35.054	46.533	93.797
61.5	1.3097	0.7436	0.5661	-13.307	-2.4613	35.042	46.556	93.809
61.6	1.3066	0.7425	0.5641	-13.254	-2.4526	35.028	46.504	93.733
61.7	1.3032	0.7413	0.5619	-13.149	-2.4431	35.016	46.459	93.667
61.8	1.3003	0.7406	0.5597	-12.943	-2.4336	34.991	46.426	93.601
61.9	1.2978	0.7403	0.5575	-12.681	-2.4241	34.996	46.43	93.611
62	1.295	0.7396	0.5554	-12.454	-2.4146	35.016	46.45	93.657
62.1	1.2922	0.739	0.5532	-12.25	-2.4053	35.024	46.426	93.639
62.2	1.2895	0.7385	0.551	-12.093	-2.3956	35.014	46.405	93.604
62.3	1.2873	0.7385	0.5488	-11.94	-2.3859	35.016	46.39	93.589
62.4	1.2852	0.7387	0.5465	-11.835	-2.376	35.039	46.405	93.631
62.5	1.2831	0.739	0.5441	-11.78	-2.3656	35.058	46.417	93.668
62.6	1.2808	0.7392	0.5416	-11.781	-2.3549	35.091	46.423	93.713
62.7	1.2789	0.7398	0.5391	-11.794	-2.344	35.123	46.417	93.742
62.8	1.277	0.7404	0.5366	-11.831	-2.3331	35.168	46.424	93.803
62.9	1.2754	0.7413	0.5341	-11.857	-2.3222	35.207	46.451	93.878
63	1.2729	0.7412	0.5317	-11.973	-2.3116	35.269	46.467	93.968
63.1	1.2706	0.7413	0.5293	-12.068	-2.3015	35.291	46.426	93.946
63.2	1.2678	0.7407	0.5271	-12.188	-2.2918	35.324	46.393	93.946
63.3	1.2653	0.7403	0.525	-12.285	-2.2826	35.323	46.345	93.889
63.4	1.2629	0.7399	0.523	-12.348	-2.274	35.32	46.303	93.839
63.5	1.2602	0.739	0.5212	-12.417	-2.266	35.318	46.276	93.804
63.6	1.258	0.7385	0.5195	-12.441	-2.2589	35.327	46.196	93.723
63.7	1.2554	0.7373	0.5181	-12.487	-2.2525	35.327	46.16	93.682
63.8	1.2528	0.736	0.5168	-12.522	-2.2471	35.318	46.065	93.561
63.9	1.2506	0.7348	0.5158	-12.522	-2.2425	35.305	45.966	93.433
64	1.2479	0.7329	0.515	-12.535	-2.2391	35.314	45.861	93.322
64.1	1.2456	0.7311	0.5145	-12.521	-2.2368	35.299	45.725	93.149
64.2	1.2434	0.7292	0.5142	-12.477	-2.2358	35.274	45.596	92.972
64.3	1.2416	0.7273	0.5143	-12.399	-2.236	35.266	45.455	92.8
64.4	1.2403	0.7257	0.5146	-12.271	-2.2376	35.249	45.337	92.646
64.5	1.2395	0.7241	0.5154	-12.107	-2.2407	35.244	45.235	92.522
64.6	1.2388	0.7224	0.5164	-11.939	-2.2451	35.233	45.154	92.417
64.7	1.2386	0.7209	0.5177	-11.732	-2.2507	35.212	45.05	92.272
64.8	1.2388	0.7196	0.5192	-11.519	-2.2572	35.213	44.965	92.176
64.9	1.24	0.7192	0.5208	-11.243	-2.2643	35.209	44.895	92.091
65	1.2408	0.7183	0.5225	-11.042	-2.2716	35.228	44.886	92.103
65.1	1.2418	0.7176	0.5242	-10.848	-2.2792	35.216	44.833	92.028
65.2	1.2435	0.7174	0.5261	-10.643	-2.2872	35.215	44.798	91.986
65.3	1.2452	0.7173	0.5279	-10.486	-2.2951	35.219	44.805	91.999
65.4	1.2472	0.7175	0.5297	-10.337	-2.3029	35.219	44.81	92.004
65.5	1.2494	0.718	0.5314	-10.232	-2.3103	35.235	44.824	92.04
65.6	1.2515	0.7185	0.533	-10.174	-2.3172	35.245	44.852	92.083
65.7	1.2535	0.7191	0.5344	-10.161	-2.3235	35.265	44.859	92.114
65.8	1.2555	0.7198	0.5357	-10.188	-2.329	35.288	44.853	92.134
65.9	1.2576	0.7209	0.5367	-10.227	-2.3335	35.322	44.862	92.183
66	1.2584	0.7209	0.5375	-10.383	-2.3369	35.353	44.885	92.245
66.1	1.2587	0.7207	0.538	-10.552	-2.3392	35.337	44.835	92.169
66.2	1.2585	0.7202	0.5383	-10.724	-2.3405	35.315	44.774	92.074
66.3	1.2578	0.7195	0.5383	-10.912	-2.3407	35.3	44.687	91.957
66.4	1.2571	0.7189	0.5382	-11.062	-2.3399	35.278	44.573	91.8
66.5	1.2561	0.7183	0.5378	-11.214	-2.3382	35.266	44.485	91.685
66.6	1.2547	0.7175	0.5372	-11.371	-2.3355	35.241	44.41	91.57
66.7	1.2528	0.7165	0.5363	-11.536	-2.3317	35.2	44.323	91.423
