Event	DateTime	Latitude	Longitude	Sample label	Depthsed	Depthcomp	Depthcompr	Depthcorrcr	HybridAge	AgeLisiec	AgeAhn	AgeKonijn	d18O	d13C
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,24-25	75.760	83.480	83.480	83.480	713.16	713.26	713.89	713.16	1.03	-1.20
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,26-27	75.780	83.500	83.500	83.500	713.30	713.46	714.07	713.30	0.73	-1.24
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,28-29	75.800	83.520	83.520	83.520	713.44	713.66	714.25	713.44	0.72	-1.38
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,30-31	75.820	83.540	83.540	83.540	713.58	713.86	714.43	713.58	0.91	-1.18
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,32-33	75.840	83.560	83.560	83.560	713.71	714.06	714.61	713.71	1.00	-1.11
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,34-35	75.860	83.580	83.580	83.580	713.85	714.26	714.79	713.85	0.81	-1.18
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,36-37	75.880	83.600	83.600	83.600	713.99	714.46	714.98	713.99	0.85	-1.18
339-U1385E		37.5713	-10.1262	339-U1385E-9H-7,100-101	74.300	83.590	83.590	83.612	714.07	714.58	715.08	714.07	1.89	-0.69
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,38-39	75.900	83.620	83.620	83.620	714.12	714.66	715.16	714.12	1.09	-1.18
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,40-41	75.920	83.640	83.640	83.640	714.26	714.87	715.34	714.26	1.65	-0.88
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,42-43	75.940	83.660	83.660	83.660	714.40	715.07	715.52	714.40	1.95	-0.65
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,44-45	75.960	83.680	83.680	83.680	714.54	715.27	715.70	714.54	2.25	-0.66
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,46-47	75.980	83.700	83.700	83.700	714.67	715.47	715.88	714.67	2.43	-0.46
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,48-49	76.000	83.720	83.720	83.720	714.81	715.67	716.06	714.81	2.43	-0.46
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,50-51	76.020	83.740	83.740	83.740	714.95	715.87	716.24	714.95	2.51	-0.67
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,52-53	76.040	83.760	83.760	83.760	715.09	716.07	716.42	715.09	2.49	-0.61
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,54-55	76.060	83.780	83.780	83.780	715.22	716.27	716.60	715.22	2.62	-0.37
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,56-57	76.080	83.800	83.800	83.796	715.33	716.43	716.75	715.33	2.43	-0.58
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,58-59	76.100	83.820	83.820	83.813	715.45	716.60	716.90	715.45	2.35	-0.62
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,60-61	76.120	83.840	83.840	83.829	715.56	716.77	717.04	715.56	2.46	-1.01
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,62-63	76.140	83.860	83.860	83.845	715.67	716.93	717.19	715.67	2.49	-0.82
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,64-65	76.160	83.880	83.880	83.862	715.79	717.10	717.34	715.79	2.50	-0.73
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,66-67	76.180	83.900	83.900	83.878	715.90	717.26	717.49	715.90	2.47	-0.84
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,68-69	76.200	83.920	83.920	83.894	716.01	717.42	717.63	716.01	2.49	-0.88
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,70-71	76.220	83.940	83.940	83.910	716.11	717.58	717.77	716.11	2.36	-0.99
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,72-73	76.240	83.960	83.960	83.927	716.23	717.75	717.93	716.23	2.29	-1.11
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,74-75	76.260	83.980	83.980	83.943	716.34	717.91	718.07	716.34	2.42	-1.10
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,76-77	76.280	84.000	84.000	83.959	716.45	718.07	718.22	716.45	2.64	-1.13
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,78-79	76.300	84.020	84.020	83.976	716.57	718.24	718.37	716.57	2.47	-1.33
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,80-81	76.320	84.040	84.040	83.992	716.68	718.40	718.51	716.68	2.25	-1.40
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,82-83	76.340	84.060	84.060	84.008	716.79	718.57	718.66	716.79	2.59	-1.10
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,84-85	76.360	84.080	84.080	84.025	716.90	718.74	718.81	716.90	2.59	-1.21
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,86-87	76.380	84.100	84.100	84.041	717.01	718.90	718.96	717.01	2.49	-1.02
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,88-89	76.400	84.120	84.120	84.057	717.12	719.06	719.10	717.12	2.48	-1.30
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,90-91	76.420	84.140	84.140	84.074	717.24	719.23	719.26	717.24	2.51	-1.24
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,92-93	76.440	84.160	84.160	84.090	717.35	719.39	719.40	717.35	2.56	-1.24
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,94-95	76.460	84.180	84.180	84.106	717.46	719.53	719.53	717.46	2.62	-1.38
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,96-97	76.480	84.200	84.200	84.122	717.57	719.64	719.64	717.57	2.36	-1.49
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,98-99	76.500	84.220	84.220	84.139	717.69	719.76	719.76	717.69	2.40	-1.49
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,100-101	76.520	84.240	84.240	84.155	717.80	719.87	719.87	717.80	2.34	-1.42
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,102-103	76.540	84.260	84.260	84.171	717.91	719.99	719.99	717.91	2.55	-1.43
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,104-105	76.560	84.280	84.280	84.188	718.02	720.11	720.11	718.02	2.78	-1.58
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,106-107	76.580	84.300	84.300	84.204	718.13	720.22	720.22	718.13	2.71	-1.39
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,108-109	76.600	84.320	84.320	84.220	718.24	720.33	720.33	718.24	2.67	-1.35
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,110-111	76.620	84.340	84.340	84.237	718.36	720.45	720.45	718.36	2.57	-1.32
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,112-113	76.640	84.360	84.360	84.253	718.47	720.56	720.56	718.47	2.75	-1.12
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,114-115	76.660	84.380	84.380	84.269	718.58	720.67	720.67	718.58	2.73	-0.94
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,116-117	76.680	84.400	84.400	84.286	718.70	720.79	720.79	718.70	2.74	-0.80
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,118-119	76.700	84.420	84.420	84.302	718.81	720.90	720.90	718.81	2.65	-1.08
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,120-121	76.720	84.440	84.440	84.318	718.92	721.01	721.01	718.92	2.50	-1.07
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,122-123	76.740	84.460	84.460	84.334	719.02	721.13	721.13	719.02	1.90	-1.34
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,126-127	76.780	84.500	84.500	84.367	719.25	721.36	721.36	719.25	2.88	-0.89
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,128-129	76.800	84.520	84.520	84.383	719.36	721.47	721.47	719.36	2.78	-0.73
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,130-131	76.820	84.540	84.540	84.400	719.48	721.59	721.59	719.48	2.51	-0.68
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,132-133	76.840	84.560	84.560	84.416	719.59	721.70	721.70	719.59	2.23	-0.77
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,134-135	76.860	84.580	84.580	84.432	719.70	721.81	721.81	719.70	2.14	-0.94
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,136-137	76.880	84.600	84.600	84.449	719.81	721.93	721.93	719.81	1.96	-0.70
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,138-139	76.900	84.620	84.620	84.465	719.92	722.04	722.04	719.92	2.17	-0.84
339-U1385A		37.5715	-10.1262	339-U1385A-9H-6,140-141	76.920	84.640	84.640	84.481	720.03	722.15	722.15	720.03	1.92	-0.69
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,76-77	80.670	84.490	84.490	84.513	720.25	722.38	722.38	720.25	1.86	-0.88
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,78-79	80.690	84.510	84.510	84.551	720.51	722.64	722.64	720.51	2.26	-0.83
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,80-81	80.710	84.530	84.530	84.589	720.77	722.91	722.91	720.77	1.86	-0.71
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,82-83	80.730	84.550	84.550	84.627	721.04	723.18	723.18	721.04	1.99	-0.88
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,84-85	80.750	84.570	84.570	84.664	721.29	723.43	723.43	721.29	1.75	-0.80
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,86-87	80.770	84.590	84.590	84.702	721.55	723.70	723.70	721.55	1.54	-0.81
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,88-89	80.790	84.610	84.610	84.740	721.81	723.97	723.97	721.81	1.69	-0.92
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,90-91	80.810	84.630	84.630	84.757	721.93	724.09	724.09	721.93	1.77	-0.67
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,92-93	80.830	84.650	84.650	84.775	722.05	724.21	724.21	722.05	1.52	-0.92
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,94-95	80.850	84.670	84.670	84.792	722.17	724.33	724.33	722.17	1.80	-0.67
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,96-97	80.870	84.690	84.690	84.810	722.29	724.46	724.46	722.29	1.64	-0.58
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,98-99	80.890	84.710	84.710	84.827	722.41	724.57	724.57	722.41	1.73	-0.71
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,100-101	80.910	84.730	84.730	84.844	722.52	724.69	724.69	722.52	1.69	-0.51
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,102-103	80.930	84.750	84.750	84.862	722.65	724.82	724.82	722.65	1.87	-0.50
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,104-105	80.950	84.770	84.770	84.879	722.77	724.94	724.94	722.77	1.81	-0.56
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,106-107	80.970	84.790	84.790	84.897	722.89	725.06	725.06	722.89	1.82	-0.60
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,108-109	80.990	84.810	84.810	84.914	723.01	725.18	725.18	723.01	1.55	-0.68
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,110-111	81.010	84.830	84.830	84.931	723.12	725.30	725.30	723.12	1.58	-0.59
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,112-113	81.030	84.850	84.850	84.949	723.25	725.43	725.43	723.25	1.62	-0.53
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,114-115	81.050	84.870	84.870	84.966	723.36	725.55	725.55	723.36	1.67	-0.63
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,116-117	81.070	84.890	84.890	84.984	723.49	725.67	725.67	723.49	1.68	-0.73
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,118-119	81.090	84.910	84.910	85.001	723.60	725.79	725.79	723.60	1.73	-0.46
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,120-121	81.110	84.930	84.930	85.018	723.72	725.91	725.91	723.72	1.60	-0.61
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,122-123	81.130	84.950	84.950	85.036	723.84	726.04	726.04	723.84	1.48	-0.85
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,126-127	81.170	84.990	84.990	85.071	724.08	726.28	726.28	724.08	1.80	-0.57
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,128-129	81.190	85.010	85.010	85.088	724.20	726.40	726.40	724.20	1.62	-0.83
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,132-133	81.230	85.050	85.050	85.123	724.44	726.65	726.65	724.44	1.48	-0.68
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,134-135	81.250	85.070	85.070	85.140	724.56	726.76	726.76	724.56	1.61	-0.48
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,136-137	81.270	85.090	85.090	85.158	724.68	726.89	726.89	724.68	1.42	-0.57
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,138-139	81.290	85.110	85.110	85.175	724.80	727.01	727.01	724.80	1.34	-0.84
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,140-141	81.310	85.130	85.130	85.192	724.91	727.13	727.13	724.91	1.44	-0.52
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,142-143	81.330	85.150	85.150	85.210	725.04	727.25	727.25	725.04	1.58	-0.46
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,144-145	81.350	85.170	85.170	85.227	725.15	727.37	727.37	725.15	1.46	-0.58
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,146-147	81.370	85.190	85.190	85.245	725.28	727.50	727.50	725.28	1.61	-0.28
339-U1385D		37.5713	-10.1259	339-U1385D-10H-1,148-149	81.390	85.210	85.210	85.262	725.39	727.62	727.62	725.39	1.46	-0.77
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,0-1	81.410	85.230	85.230	85.279	725.51	727.74	727.74	725.51	1.57	-0.57
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,2-3	81.430	85.250	85.250	85.297	725.63	727.86	727.86	725.63	1.27	-0.76
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,4-5	81.450	85.270	85.270	85.314	725.75	727.98	727.98	725.75	1.32	-0.72
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,6-7	81.470	85.290	85.290	85.332	725.87	728.11	728.11	725.87	1.04	-0.77
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,6-7	81.470	85.290	85.290	85.332	725.87	728.11	728.11	725.87	1.40	-0.62
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,8-9	81.490	85.310	85.310	85.349	725.99	728.23	728.23	725.99	1.23	-0.76
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,10-11	81.510	85.330	85.330	85.366	726.11	728.34	728.34	726.11	1.31	-0.69
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,12-13	81.530	85.350	85.350	85.384	726.23	728.47	728.47	726.23	1.37	-0.65
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,14-15	81.550	85.370	85.370	85.401	726.35	728.59	728.59	726.35	1.38	-0.69
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,16-17	81.570	85.390	85.390	85.419	726.47	728.72	728.72	726.47	1.46	-0.70
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,18-19	81.590	85.410	85.410	85.436	726.59	728.83	728.83	726.59	1.38	-0.69
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,20-21	81.610	85.430	85.430	85.453	726.70	728.95	728.95	726.70	1.40	-0.65
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,22-23	81.630	85.450	85.450	85.471	726.83	729.08	729.08	726.83	1.25	-0.89
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,24-25	81.650	85.470	85.470	85.488	726.94	729.20	729.20	726.94	1.30	-0.93
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,26-27	81.670	85.490	85.490	85.506	727.07	729.32	729.32	727.07	1.21	-0.76
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,28-29	81.690	85.510	85.510	85.523	727.18	729.44	729.44	727.18	1.05	-0.86
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,30-31	81.710	85.530	85.530	85.540	727.30	729.56	729.56	727.30	1.12	-0.98
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,32-33	81.730	85.550	85.550	85.558	727.42	729.69	729.69	727.42	1.14	-0.92
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,34-35	81.750	85.570	85.570	85.575	727.54	729.81	729.81	727.54	1.33	-0.82
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,36-37	81.770	85.590	85.590	85.593	727.67	729.93	729.93	727.67	0.95	-1.17
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,38-39	81.790	85.610	85.610	85.610	727.78	730.05	730.05	727.78	0.92	-0.82
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,40-41	81.810	85.630	85.630	85.630	727.92	730.19	730.19	727.92	0.99	-0.87
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,42-43	81.830	85.650	85.650	85.650	728.06	730.33	730.33	728.06	1.01	-0.75
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,44-45	81.850	85.670	85.670	85.670	728.19	730.47	730.47	728.19	0.96	-1.01
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,46-47	81.870	85.690	85.690	85.690	728.33	730.61	730.61	728.33	0.92	-1.03
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,48-49	81.890	85.710	85.710	85.710	728.47	730.75	730.75	728.47	0.96	-1.11
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,50-51	81.910	85.730	85.730	85.730	728.61	730.89	730.89	728.61	0.96	-1.23
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,52-53	81.930	85.750	85.750	85.750	728.74	731.03	731.03	728.74	0.92	-1.27
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,54-55	81.950	85.770	85.770	85.770	728.88	731.17	731.17	728.88	0.92	-0.97
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,56-57	81.970	85.790	85.790	85.790	729.02	731.31	731.31	729.02	0.81	-1.03
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,58-59	81.990	85.810	85.810	85.810	729.15	731.45	731.45	729.15	1.09	-1.03
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,62-63	82.030	85.850	85.850	85.850	729.43	731.75	731.75	729.43	1.01	-1.10
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,64-65	82.050	85.870	85.870	85.870	729.57	731.92	731.92	729.57	1.11	-1.11
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,70-71	82.110	85.930	85.930	85.930	729.98	732.41	732.41	729.98	2.12	-0.71
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,72-73	82.130	85.950	85.950	85.950	730.12	732.57	732.57	730.12	2.26	-0.44
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,74-75	82.150	85.970	85.970	85.970	730.25	732.74	732.74	730.25	2.24	-0.57
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,76-77	82.170	85.990	85.990	85.990	730.39	732.90	732.90	730.39	2.09	-0.49
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,78-79	82.190	86.010	86.010	86.010	730.53	733.06	733.06	730.53	2.08	-0.66
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,80-81	82.210	86.030	86.030	86.030	730.66	733.23	733.23	730.66	2.19	-0.63
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,82-83	82.230	86.050	86.050	86.050	730.80	733.39	733.39	730.80	1.99	-0.88
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,84-85	82.250	86.070	86.070	86.070	730.94	733.55	733.55	730.94	2.05	-0.60
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,86-87	82.270	86.090	86.090	86.090	731.08	733.72	733.72	731.08	1.37	-0.95
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,88-89	82.290	86.110	86.110	86.110	731.21	733.88	733.88	731.21	1.30	-0.86
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,90-91	82.310	86.130	86.130	86.130	731.35	734.04	734.04	731.35	1.49	-0.92
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,92-93	82.330	86.150	86.150	86.150	731.49	734.21	734.21	731.49	1.17	-0.97
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,94-95	82.350	86.170	86.170	86.170	731.63	734.37	734.37	731.63	1.07	-1.01
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,96-97	82.370	86.190	86.190	86.190	731.76	734.53	734.53	731.76	1.16	-0.86
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,98-99	82.390	86.210	86.210	86.210	731.90	734.70	734.70	731.90	1.36	-0.79
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,100-101	82.410	86.230	86.230	86.230	732.04	734.86	734.86	732.04	1.39	-0.70
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,102-103	82.430	86.250	86.250	86.250	732.17	735.03	735.03	732.17	1.33	-0.77
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,104-105	82.450	86.270	86.270	86.270	732.31	735.19	735.19	732.31	1.27	-0.74
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,106-107	82.470	86.290	86.290	86.290	732.48	735.35	735.35	732.48	1.32	-1.01
339-U1385D		37.5713	-10.1259	339-U1385D-10H-2,108-109	82.490	86.310	86.310	86.310	732.69	735.52	735.52	732.69	1.15	-1.11
