Age (Ma)	Global mean SST (oC) hi-res area weighted	SST +1stdev	SST -1stdev	Global mean SST (oC) lo-res weighted	lo-res SST +1stdev	lo-res SST -1stdev	Global mean surface temp (GMST) (oC) area weighted	GMST +1stdev	GMST -1stdev
2.526	0.43	0.89	-0.02	0.73	1.13	0.33	0.68	1.42	-0.07
2.527	0.43	0.88	-0.01	0.73	1.13	0.34	0.67	1.40	-0.07
2.528	0.52	0.94	0.10	0.78	1.17	0.39	0.80	1.50	0.09
2.529	0.47	0.89	0.06	0.76	1.15	0.37	0.72	1.42	0.02
2.53	0.63	1.04	0.23	0.85	1.23	0.47	0.96	1.64	0.28
2.531	0.61	1.00	0.22	0.85	1.22	0.48	0.93	1.60	0.26
2.532	0.61	1.01	0.21	0.86	1.23	0.48	0.93	1.60	0.25
2.533	0.71	1.11	0.30	0.90	1.28	0.52	1.08	1.76	0.40
2.534	0.77	1.17	0.37	0.95	1.32	0.57	1.19	1.87	0.51
2.535	0.80	1.21	0.39	0.97	1.35	0.59	1.23	1.92	0.54
2.536	0.77	1.19	0.35	0.98	1.37	0.60	1.19	1.90	0.48
2.537	0.85	1.29	0.40	1.02	1.41	0.64	1.32	2.05	0.58
2.538	1.08	1.49	0.66	1.16	1.53	0.79	1.65	2.35	0.96
2.539	1.24	1.64	0.84	1.26	1.61	0.90	1.90	2.58	1.22
2.54	1.40	1.78	1.02	1.35	1.70	1.00	2.14	2.79	1.49
2.541	1.45	1.83	1.06	1.38	1.73	1.03	2.22	2.87	1.56
2.542	1.50	1.87	1.13	1.45	1.79	1.11	2.30	2.93	1.67
2.543	1.59	1.97	1.22	1.49	1.84	1.15	2.42	3.06	1.77
2.544	1.52	1.89	1.14	1.45	1.80	1.11	2.33	2.97	1.69
2.545	1.51	1.90	1.13	1.44	1.80	1.09	2.33	2.99	1.67
2.546	1.64	2.01	1.27	1.51	1.86	1.16	2.51	3.15	1.87
2.547	1.75	2.14	1.35	1.57	1.93	1.21	2.66	3.33	1.99
2.548	1.73	2.11	1.34	1.55	1.91	1.20	2.65	3.31	1.99
2.549	1.74	2.12	1.36	1.56	1.91	1.21	2.67	3.32	2.02
2.55	1.66	2.02	1.30	1.56	1.91	1.21	2.56	3.19	1.94
2.551	1.76	2.14	1.38	1.60	1.94	1.25	2.69	3.34	2.04
2.552	1.76	2.13	1.38	1.60	1.94	1.26	2.68	3.32	2.03
2.553	1.70	2.08	1.31	1.62	1.96	1.28	2.59	3.25	1.94
2.554	1.67	2.05	1.29	1.63	1.96	1.29	2.55	3.20	1.90
2.555	1.57	1.96	1.17	1.60	1.93	1.26	2.39	3.06	1.73
2.556	1.53	1.93	1.13	1.58	1.92	1.24	2.34	3.01	1.67
2.557	1.47	1.86	1.08	1.56	1.89	1.22	2.25	2.91	1.59
2.558	1.49	1.89	1.10	1.58	1.92	1.24	2.28	2.95	1.61
2.559	1.40	1.80	1.00	1.53	1.88	1.18	2.14	2.82	1.46
2.56	1.39	1.79	0.98	1.53	1.88	1.18	2.12	2.80	1.43
2.561	1.36	1.75	0.96	1.50	1.85	1.14	2.08	2.75	1.40
2.562	1.29	1.68	0.90	1.46	1.81	1.11	1.98	2.65	1.32
2.563	1.31	1.69	0.92	1.46	1.82	1.11	2.00	2.66	1.35
2.564	1.30	1.69	0.91	1.45	1.81	1.10	2.00	2.67	1.34
2.565	1.36	1.75	0.97	1.48	1.83	1.12	2.09	2.75	1.42
2.566	1.45	1.82	1.07	1.54	1.88	1.19	2.21	2.85	1.56
2.567	1.49	1.86	1.11	1.55	1.90	1.21	2.26	2.90	1.62
2.568	1.42	1.81	1.03	1.48	1.84	1.12	2.17	2.83	1.51
2.569	1.53	1.92	1.14	1.53	1.89	1.18	2.32	2.98	1.65
2.57	1.56	1.95	1.17	1.53	1.89	1.18	2.36	3.02	1.70
2.571	1.53	1.92	1.14	1.51	1.87	1.16	2.33	2.99	1.66
2.572	1.54	1.93	1.14	1.53	1.89	1.17	2.34	3.00	1.67
2.573	1.66	2.05	1.27	1.60	1.96	1.25	2.51	3.17	1.85
2.574	1.75	2.14	1.35	1.66	2.01	1.30	2.63	3.30	1.97
2.575	1.81	2.22	1.41	1.70	2.06	1.34	2.73	3.41	2.05
2.576	1.85	2.25	1.44	1.72	2.07	1.36	2.78	3.46	2.09
2.577	1.81	2.22	1.39	1.67	2.03	1.31	2.72	3.43	2.02
2.578	1.78	2.21	1.36	1.65	2.02	1.29	2.69	3.40	1.98
2.579	1.74	2.15	1.32	1.63	1.99	1.27	2.63	3.33	1.94
2.58	1.72	2.13	1.31	1.63	1.99	1.28	2.62	3.31	1.93
2.581	1.80	2.22	1.37	1.68	2.04	1.32	2.72	3.43	2.00
2.582	1.71	2.15	1.28	1.63	1.99	1.26	2.61	3.33	1.89
2.583	1.68	2.13	1.24	1.59	1.96	1.22	2.56	3.30	1.83
2.584	1.72	2.17	1.28	1.63	2.00	1.25	2.62	3.36	1.89
2.585	1.67	2.14	1.21	1.57	1.95	1.18	2.55	3.32	1.79
2.586	1.66	2.12	1.20	1.55	1.94	1.17	2.54	3.30	1.78
2.587	1.68	2.14	1.21	1.54	1.93	1.15	2.56	3.33	1.79
2.588	1.53	2.02	1.05	1.56	1.94	1.18	2.36	3.15	1.56
2.589	1.53	2.01	1.04	1.55	1.93	1.17	2.35	3.14	1.55
2.59	1.48	1.95	1.01	1.53	1.90	1.15	2.29	3.06	1.51
2.591	1.50	1.95	1.04	1.55	1.92	1.18	2.30	3.05	1.55
2.592	1.40	1.85	0.95	1.46	1.83	1.09	2.16	2.90	1.42
2.593	1.39	1.84	0.94	1.48	1.85	1.11	2.14	2.89	1.40
2.594	1.30	1.74	0.86	1.43	1.80	1.06	2.01	2.74	1.28
2.595	1.27	1.71	0.83	1.40	1.77	1.03	1.95	2.69	1.22
2.596	1.28	1.72	0.84	1.41	1.78	1.03	1.96	2.69	1.22
2.597	1.25	1.69	0.81	1.38	1.76	1.01	1.91	2.64	1.18
2.598	1.18	1.62	0.75	1.34	1.72	0.97	1.82	2.54	1.09
2.599	1.16	1.61	0.71	1.25	1.63	0.87	1.78	2.53	1.03
2.6	1.18	1.65	0.71	1.22	1.60	0.83	1.80	2.58	1.03
2.601	0.99	1.44	0.54	1.24	1.62	0.85	1.53	2.27	0.79
2.602	1.00	1.45	0.56	1.26	1.64	0.88	1.55	2.29	0.81
2.603	1.01	1.46	0.56	1.29	1.66	0.91	1.57	2.32	0.82
2.604	1.01	1.45	0.56	1.27	1.65	0.90	1.56	2.30	0.81
2.605	1.03	1.48	0.59	1.29	1.66	0.92	1.59	2.33	0.85
2.606	1.07	1.53	0.62	1.31	1.68	0.94	1.66	2.41	0.91
2.607	1.15	1.61	0.70	1.35	1.72	0.98	1.77	2.52	1.02
2.608	1.16	1.61	0.70	1.34	1.71	0.96	1.78	2.53	1.02
2.609	1.16	1.62	0.71	1.37	1.75	1.00	1.79	2.54	1.03
2.61	1.27	1.71	0.82	1.44	1.80	1.08	1.94	2.67	1.20
2.611	1.34	1.77	0.90	1.51	1.87	1.15	2.03	2.76	1.31
2.612	1.36	1.81	0.92	1.49	1.85	1.12	2.07	2.81	1.33
2.613	1.36	1.80	0.92	1.49	1.85	1.12	2.07	2.80	1.33
2.614	1.36	1.79	0.93	1.49	1.85	1.14	2.07	2.78	1.35
2.615	1.36	1.78	0.95	1.51	1.85	1.16	2.08	2.78	1.38
2.616	1.23	1.67	0.79	1.40	1.77	1.03	1.89	2.62	1.16
2.617	1.23	1.62	0.83	1.41	1.76	1.05	1.88	2.55	1.21
2.618	1.34	1.76	0.93	1.47	1.82	1.12	2.05	2.75	1.35
2.619	1.38	1.79	0.98	1.50	1.84	1.15	2.11	2.80	1.43
2.62	1.43	1.83	1.03	1.54	1.87	1.20	2.19	2.87	1.51
2.621	1.44	1.86	1.02	1.54	1.89	1.19	2.20	2.90	1.49
2.622	1.31	1.74	0.89	1.46	1.82	1.10	2.02	2.73	1.30
2.623	1.30	1.72	0.87	1.46	1.81	1.11	1.99	2.69	1.28
2.624	1.33	1.74	0.92	1.50	1.84	1.16	2.03	2.72	1.34
2.625	1.36	1.77	0.94	1.52	1.86	1.18	2.07	2.77	1.37
2.626	1.33	1.75	0.91	1.51	1.85	1.17	2.03	2.74	1.33
2.627	1.32	1.74	0.90	1.51	1.85	1.17	2.01	2.72	1.30
2.628	1.31	1.75	0.87	1.50	1.86	1.15	1.99	2.72	1.26
2.629	1.32	1.73	0.91	1.54	1.87	1.21	2.01	2.70	1.32
2.63	1.30	1.73	0.88	1.54	1.88	1.20	1.98	2.68	1.27
2.631	1.21	1.64	0.77	1.46	1.81	1.12	1.84	2.56	1.11
2.632	1.31	1.75	0.86	1.52	1.88	1.16	1.98	2.72	1.24
2.633	1.25	1.71	0.79	1.44	1.81	1.07	1.90	2.66	1.14
2.634	1.22	1.70	0.73	1.44	1.82	1.06	1.85	2.65	1.05
2.635	1.10	1.61	0.58	1.39	1.78	0.99	1.69	2.52	0.86
2.636	1.09	1.60	0.58	1.36	1.75	0.97	1.67	2.50	0.84
2.637	0.88	1.44	0.31	1.16	1.60	0.72	1.36	2.27	0.45
2.638	1.00	1.55	0.45	1.27	1.69	0.85	1.54	2.43	0.65
2.639	1.08	1.62	0.54	1.35	1.76	0.94	1.67	2.54	0.79
2.64	1.07	1.65	0.49	1.33	1.76	0.90	1.64	2.58	0.71
2.641	1.19	1.77	0.62	1.42	1.84	0.99	1.82	2.74	0.91
2.642	1.24	1.82	0.66	1.46	1.89	1.02	1.90	2.83	0.96
2.643	1.25	1.82	0.67	1.46	1.89	1.03	1.90	2.82	0.98
2.644	1.07	1.66	0.49	1.35	1.79	0.92	1.65	2.59	0.71
2.645	0.97	1.56	0.38	1.29	1.73	0.84	1.49	2.44	0.55
2.646	0.91	1.51	0.31	1.23	1.69	0.78	1.40	2.36	0.43
2.647	1.00	1.57	0.42	1.29	1.72	0.85	1.53	2.45	0.60
2.648	1.02	1.59	0.44	1.28	1.72	0.84	1.55	2.48	0.62
2.649	1.05	1.63	0.48	1.32	1.76	0.88	1.62	2.54	0.69
2.65	1.26	1.82	0.70	1.39	1.83	0.96	1.91	2.81	1.02
2.651	1.24	1.81	0.67	1.43	1.86	1.00	1.88	2.80	0.96
2.652	1.31	1.86	0.77	1.48	1.91	1.06	2.00	2.88	1.12
2.653	1.42	1.93	0.90	1.55	1.95	1.15	2.14	2.97	1.31
2.654	1.50	1.98	1.01	1.60	1.98	1.22	2.25	3.05	1.46
2.655	1.52	1.98	1.06	1.62	1.99	1.26	2.30	3.05	1.54
2.656	1.66	2.11	1.21	1.70	2.06	1.34	2.48	3.23	1.73
2.657	1.64	2.07	1.21	1.68	2.04	1.33	2.47	3.18	1.75
2.658	1.62	2.06	1.19	1.69	2.04	1.33	2.44	3.17	1.71
2.659	1.80	2.26	1.34	1.74	2.10	1.38	2.67	3.43	1.92
2.66	1.79	2.24	1.35	1.80	2.16	1.44	2.68	3.42	1.95
2.661	1.81	2.25	1.37	1.81	2.16	1.45	2.71	3.44	1.98
2.662	1.81	2.26	1.37	1.80	2.16	1.44	2.71	3.45	1.97
2.663	1.85	2.29	1.42	1.77	2.14	1.40	2.77	3.49	2.05
2.664	1.84	2.26	1.42	1.78	2.14	1.41	2.77	3.48	2.06
2.665	1.94	2.37	1.51	1.84	2.21	1.47	2.90	3.62	2.19
2.666	1.89	2.32	1.47	1.82	2.18	1.45	2.84	3.55	2.13
2.667	1.86	2.28	1.43	1.80	2.16	1.43	2.79	3.50	2.08
2.668	1.78	2.20	1.35	1.77	2.13	1.40	2.70	3.42	1.99
2.669	1.87	2.29	1.44	1.81	2.18	1.45	2.81	3.52	2.10
2.67	1.84	2.27	1.42	1.81	2.17	1.44	2.79	3.50	2.08
2.671	1.82	2.23	1.41	1.80	2.17	1.44	2.76	3.45	2.07
2.672	1.86	2.30	1.42	1.82	2.19	1.45	2.81	3.54	2.08
2.673	1.87	2.30	1.43	1.80	2.17	1.43	2.82	3.55	2.10
2.674	1.81	2.23	1.40	1.79	2.15	1.43	2.75	3.44	2.05
2.675	1.80	2.21	1.39	1.78	2.14	1.42	2.72	3.42	2.03
2.676	1.77	2.17	1.36	1.76	2.11	1.40	2.68	3.36	2.00
2.677	1.80	2.20	1.41	1.76	2.11	1.41	2.71	3.38	2.04
2.678	1.69	2.07	1.30	1.69	2.03	1.34	2.55	3.20	1.89
2.679	1.67	2.06	1.28	1.67	2.02	1.32	2.52	3.18	1.85
2.68	1.66	2.05	1.27	1.65	2.00	1.29	2.51	3.18	1.84
2.681	1.70	2.10	1.29	1.67	2.03	1.31	2.55	3.24	1.86
2.682	1.63	2.04	1.22	1.62	1.99	1.26	2.47	3.16	1.78
2.683	1.61	2.02	1.20	1.62	1.98	1.25	2.45	3.14	1.75
2.684	1.70	2.12	1.28	1.67	2.04	1.31	2.57	3.27	1.88
2.685	1.54	1.96	1.12	1.58	1.94	1.22	2.34	3.05	1.64
2.686	1.45	1.87	1.03	1.53	1.89	1.18	2.22	2.92	1.52
2.687	1.40	1.83	0.98	1.51	1.86	1.16	2.15	2.86	1.44
2.688	1.35	1.77	0.93	1.47	1.82	1.13	2.07	2.78	1.36
2.689	1.32	1.74	0.89	1.45	1.80	1.11	2.02	2.73	1.31
2.69	1.33	1.76	0.91	1.47	1.81	1.12	2.05	2.77	1.34
2.691	1.30	1.76	0.83	1.45	1.80	1.09	1.99	2.75	1.22
2.692	1.28	1.77	0.79	1.47	1.82	1.11	1.97	2.77	1.18
2.693	1.28	1.78	0.78	1.46	1.82	1.09	1.98	2.79	1.16
2.694	1.54	2.02	1.06	1.58	1.94	1.22	2.35	3.14	1.56
2.695	1.45	1.91	0.99	1.51	1.88	1.15	2.24	3.00	1.47
2.696	1.50	1.98	1.02	1.53	1.90	1.16	2.31	3.10	1.53
2.697	1.58	2.09	1.08	1.58	1.96	1.20	2.44	3.26	1.61
2.698	1.59	2.09	1.10	1.58	1.96	1.19	2.45	3.27	1.64
2.699	1.53	2.02	1.03	1.54	1.93	1.16	2.36	3.17	1.56
2.7	1.56	2.04	1.08	1.53	1.92	1.15	2.40	3.19	1.61
2.701	1.52	2.02	1.03	1.53	1.92	1.14	2.35	3.16	1.54
2.702	1.54	2.03	1.05	1.55	1.94	1.16	2.38	3.18	1.58
2.703	1.44	1.93	0.96	1.48	1.87	1.08	2.24	3.04	1.45
2.704	1.36	1.84	0.89	1.43	1.82	1.04	2.13	2.91	1.35
2.705	1.33	1.81	0.84	1.44	1.83	1.05	2.07	2.86	1.27
2.706	1.19	1.68	0.70	1.43	1.81	1.04	1.87	2.66	1.07
2.707	1.16	1.65	0.67	1.40	1.78	1.02	1.83	2.63	1.03
2.708	1.08	1.52	0.63	1.34	1.70	0.97	1.70	2.43	0.96
2.709	1.08	1.53	0.62	1.34	1.72	0.97	1.70	2.46	0.95
2.71	1.20	1.67	0.74	1.29	1.67	0.90	1.88	2.65	1.11
2.711	0.82	1.28	0.37	1.23	1.62	0.85	1.30	2.05	0.55
2.712	0.88	1.34	0.42	1.25	1.63	0.86	1.37	2.13	0.61
2.713	0.99	1.43	0.54	1.28	1.66	0.90	1.52	2.26	0.78
2.714	1.03	1.47	0.59	1.30	1.68	0.92	1.59	2.32	0.86
2.715	1.07	1.50	0.64	1.31	1.68	0.93	1.64	2.36	0.92
2.716	1.14	1.59	0.69	1.35	1.73	0.97	1.76	2.50	1.01
2.717	1.16	1.61	0.71	1.35	1.73	0.96	1.77	2.52	1.02
2.718	1.11	1.56	0.66	1.30	1.69	0.92	1.70	2.45	0.95
2.719	1.12	1.58	0.66	1.30	1.69	0.91	1.73	2.49	0.97
2.72	1.22	1.66	0.78	1.36	1.74	0.97	1.87	2.61	1.14
2.721	1.32	1.75	0.89	1.41	1.79	1.03	2.02	2.74	1.30
2.722	1.41	1.83	0.98	1.45	1.83	1.07	2.14	2.85	1.43
2.723	1.41	1.84	0.99	1.44	1.82	1.07	2.15	2.86	1.44
2.724	1.40	1.81	0.99	1.43	1.80	1.05	2.13	2.82	1.44
2.725	1.28	1.72	0.83	1.45	1.82	1.08	1.95	2.69	1.21
2.726	1.41	1.80	1.02	1.43	1.79	1.07	2.15	2.81	1.48
2.727	1.34	1.73	0.95	1.38	1.75	1.02	2.05	2.71	1.39
2.728	1.33	1.72	0.94	1.37	1.73	1.00	2.04	2.69	1.38
2.729	1.31	1.71	0.91	1.33	1.70	0.96	2.01	2.68	1.33
2.73	1.28	1.68	0.88	1.31	1.68	0.94	1.97	2.66	1.29
2.731	1.32	1.73	0.92	1.34	1.71	0.97	2.03	2.72	1.34
2.732	1.30	1.71	0.89	1.33	1.69	0.96	1.99	2.68	1.31
2.733	1.23	1.64	0.83	1.29	1.66	0.93	1.91	2.59	1.23
2.734	1.21	1.62	0.80	1.28	1.65	0.91	1.88	2.57	1.20
2.735	1.22	1.64	0.79	1.29	1.66	0.92	1.89	2.60	1.18
2.736	1.22	1.66	0.77	1.28	1.66	0.90	1.89	2.64	1.15
2.737	1.18	1.64	0.72	1.25	1.64	0.87	1.84	2.60	1.08
2.738	1.15	1.58	0.72	1.28	1.66	0.90	1.80	2.52	1.08
2.739	1.12	1.55	0.70	1.26	1.64	0.88	1.76	2.48	1.05
2.74	1.17	1.59	0.75	1.29	1.66	0.92	1.83	2.54	1.13
2.741	1.29	1.74	0.84	1.34	1.72	0.97	2.00	2.75	1.26
2.742	1.35	1.81	0.89	1.39	1.76	1.01	2.09	2.85	1.33
2.743	1.41	1.88	0.95	1.44	1.81	1.07	2.18	2.94	1.41
2.744	1.47	1.93	1.01	1.48	1.85	1.12	2.25	3.01	1.49
2.745	1.56	2.00	1.12	1.55	1.91	1.20	2.38	3.11	1.65
2.746	1.56	1.99	1.13	1.55	1.90	1.20	2.38	3.10	1.66
2.747	1.58	2.01	1.14	1.56	1.92	1.21	2.40	3.12	1.68
2.748	1.61	2.06	1.17	1.59	1.94	1.23	2.45	3.19	1.71
2.749	1.69	2.13	1.24	1.64	1.99	1.29	2.55	3.29	1.81
2.75	1.68	2.13	1.24	1.64	2.00	1.29	2.54	3.29	1.80
2.751	1.66	2.11	1.20	1.61	1.97	1.26	2.51	3.26	1.75
2.752	1.61	2.07	1.15	1.59	1.95	1.23	2.44	3.20	1.68
2.753	1.65	2.10	1.19	1.61	1.97	1.26	2.49	3.25	1.74
2.754	1.67	2.13	1.21	1.63	1.99	1.27	2.53	3.28	1.77
2.755	1.69	2.15	1.23	1.65	2.01	1.29	2.55	3.31	1.79
2.756	1.67	2.13	1.21	1.64	2.01	1.28	2.53	3.29	1.77
2.757	1.65	2.12	1.18	1.61	1.98	1.25	2.50	3.27	1.73
2.758	1.61	2.07	1.14	1.59	1.96	1.22	2.44	3.21	1.67
2.759	1.57	2.00	1.13	1.58	1.95	1.21	2.38	3.11	1.66
2.76	1.62	2.09	1.16	1.62	1.99	1.25	2.47	3.24	1.70
2.761	1.48	1.95	1.01	1.61	1.98	1.23	2.25	3.03	1.48
2.762	1.53	1.99	1.06	1.61	2.00	1.23	2.32	3.09	1.55
2.763	1.49	1.95	1.04	1.62	2.00	1.25	2.27	3.02	1.52
2.764	1.45	1.90	0.99	1.59	1.97	1.22	2.21	2.96	1.45
2.765	1.41	1.88	0.94	1.60	1.97	1.23	2.15	2.92	1.37
2.766	1.42	1.89	0.95	1.58	1.95	1.22	2.16	2.94	1.38
2.767	1.34	1.82	0.85	1.56	1.93	1.19	2.04	2.84	1.24
2.768	1.32	1.82	0.82	1.56	1.94	1.18	2.02	2.83	1.20
2.769	1.29	1.81	0.78	1.54	1.93	1.16	1.97	2.81	1.14
2.77	1.34	1.84	0.84	1.51	1.90	1.12	2.04	2.86	1.21
2.771	1.30	1.79	0.81	1.57	1.94	1.19	1.98	2.78	1.18
2.772	1.29	1.77	0.82	1.56	1.94	1.18	1.97	2.75	1.19
2.773	1.49	1.98	1.00	1.70	2.07	1.33	2.27	3.07	1.46
2.774	1.55	2.06	1.04	1.73	2.10	1.36	2.35	3.17	1.52
2.775	1.59	2.11	1.08	1.76	2.13	1.39	2.41	3.25	1.58
2.776	1.58	2.10	1.06	1.74	2.11	1.37	2.40	3.24	1.55
2.777	1.64	2.14	1.15	1.79	2.15	1.43	2.49	3.30	1.68
2.778	1.74	2.23	1.25	1.86	2.22	1.50	2.63	3.43	1.83
2.779	1.72	2.20	1.23	1.84	2.20	1.48	2.59	3.39	1.80
2.78	1.76	2.25	1.28	1.87	2.23	1.52	2.66	3.46	1.87
2.781	1.89	2.36	1.41	1.89	2.25	1.54	2.83	3.62	2.05
2.782	1.93	2.40	1.46	1.96	2.31	1.61	2.88	3.66	2.11
2.783	1.91	2.38	1.44	1.96	2.31	1.61	2.87	3.64	2.09
2.784	1.86	2.33	1.38	1.92	2.28	1.57	2.80	3.59	2.02
2.785	1.87	2.33	1.41	1.90	2.25	1.55	2.82	3.58	2.05
2.786	1.90	2.36	1.43	1.92	2.28	1.56	2.85	3.62	2.09
2.787	1.85	2.32	1.39	1.92	2.28	1.55	2.80	3.56	2.04
2.788	1.91	2.35	1.46	1.96	2.31	1.60	2.88	3.62	2.14
2.789	1.94	2.38	1.50	1.99	2.34	1.64	2.93	3.66	2.19
2.79	1.87	2.32	1.42	1.95	2.31	1.59	2.83	3.57	2.08
2.791	1.79	2.24	1.34	1.91	2.27	1.55	2.73	3.47	1.98
2.792	1.86	2.31	1.41	1.92	2.29	1.55	2.83	3.58	2.08
2.793	1.89	2.34	1.44	1.97	2.33	1.60	2.87	3.62	2.12
2.794	1.92	2.38	1.46	1.96	2.33	1.60	2.91	3.67	2.15
2.795	1.79	2.25	1.32	1.89	2.26	1.52	2.73	3.49	1.96
2.796	1.59	2.07	1.11	1.76	2.14	1.38	2.46	3.25	1.67
2.797	1.65	2.15	1.15	1.79	2.19	1.40	2.54	3.35	1.72
2.798	1.59	2.08	1.10	1.72	2.11	1.33	2.44	3.25	1.64
2.799	1.56	2.05	1.08	1.70	2.09	1.32	2.41	3.21	1.62
2.8	1.52	1.98	1.06	1.70	2.08	1.33	2.35	3.11	1.59
2.801	1.57	2.01	1.13	1.74	2.10	1.38	2.41	3.15	1.68
2.802	1.56	1.99	1.13	1.73	2.09	1.38	2.38	3.10	1.67
2.803	1.46	1.87	1.04	1.68	2.03	1.33	2.23	2.93	1.53
2.804	1.46	1.86	1.05	1.68	2.02	1.33	2.22	2.91	1.54
2.805	1.45	1.86	1.04	1.69	2.03	1.35	2.21	2.90	1.52
2.806	1.55	1.95	1.15	1.75	2.09	1.41	2.33	3.01	1.66
2.807	1.59	1.99	1.20	1.78	2.11	1.44	2.39	3.06	1.72
2.808	1.57	1.97	1.18	1.77	2.10	1.44	2.36	3.03	1.69
2.809	1.55	1.94	1.15	1.78	2.11	1.44	2.31	2.98	1.64
2.81	1.57	1.96	1.18	1.79	2.11	1.46	2.33	2.99	1.66
2.811	1.54	1.92	1.16	1.80	2.12	1.47	2.30	2.95	1.65
2.812	1.68	2.08	1.29	1.82	2.14	1.49	2.51	3.19	1.83
2.813	1.73	2.12	1.33	1.84	2.16	1.52	2.58	3.25	1.90
2.814	1.77	2.17	1.37	1.86	2.18	1.54	2.64	3.31	1.96
2.815	1.79	2.19	1.39	1.87	2.19	1.55	2.68	3.35	2.00
2.816	1.86	2.26	1.45	1.89	2.21	1.57	2.78	3.45	2.10
2.817	1.82	2.22	1.41	1.89	2.21	1.57	2.73	3.41	2.04
2.818	1.90	2.30	1.50	1.92	2.24	1.60	2.84	3.52	2.17
2.819	1.90	2.31	1.49	1.96	2.29	1.63	2.86	3.56	2.17
2.82	1.94	2.36	1.51	1.96	2.30	1.63	2.93	3.64	2.21
2.821	1.95	2.40	1.51	1.97	2.31	1.63	2.95	3.68	2.21
2.822	1.93	2.38	1.48	1.94	2.29	1.59	2.90	3.65	2.16
2.823	1.96	2.43	1.49	1.97	2.33	1.62	2.95	3.73	2.18
2.824	2.02	2.47	1.57	1.98	2.35	1.62	3.03	3.78	2.28
2.825	1.92	2.42	1.42	1.95	2.32	1.58	2.89	3.70	2.08
2.826	1.95	2.47	1.43	1.97	2.35	1.59	2.93	3.77	2.09
2.827	1.95	2.45	1.45	1.97	2.35	1.59	2.93	3.75	2.11
2.828	1.98	2.48	1.47	2.00	2.37	1.62	2.98	3.80	2.16
2.829	2.05	2.53	1.57	2.03	2.39	1.66	3.07	3.86	2.28
2.83	2.07	2.54	1.60	2.04	2.41	1.68	3.09	3.86	2.32
2.831	2.17	2.63	1.71	2.05	2.41	1.70	3.23	3.99	2.47
2.832	2.19	2.64	1.74	2.07	2.42	1.72	3.27	4.01	2.52
2.833	2.28	2.81	1.75	2.06	2.41	1.72	3.39	4.24	2.53
2.834	2.15	2.60	1.71	2.04	2.38	1.70	3.22	3.96	2.48
2.835	2.15	2.59	1.71	2.04	2.38	1.70	3.22	3.96	2.49
2.836	2.17	2.62	1.72	2.06	2.40	1.71	3.25	3.99	2.51
2.837	2.11	2.57	1.64	2.05	2.39	1.71	3.16	3.92	2.40
2.838	2.09	2.55	1.63	2.04	2.38	1.70	3.14	3.89	2.39
2.839	2.08	2.53	1.62	2.03	2.37	1.69	3.12	3.88	2.37
2.84	2.14	2.57	1.70	2.03	2.37	1.68	3.22	3.94	2.49
2.841	2.02	2.47	1.56	2.00	2.35	1.65	3.05	3.80	2.30
2.842	1.94	2.42	1.46	1.95	2.30	1.59	2.93	3.73	2.14
2.843	1.87	2.37	1.37	1.91	2.27	1.54	2.83	3.64	2.02
2.844	1.85	2.34	1.36	1.89	2.26	1.52	2.80	3.60	2.00
2.845	1.85	2.35	1.36	1.90	2.27	1.53	2.81	3.63	2.00
2.846	1.83	2.33	1.34	1.88	2.25	1.50	2.78	3.59	1.98
2.847	1.77	2.28	1.26	1.84	2.22	1.47	2.69	3.52	1.86
2.848	1.70	2.19	1.20	1.80	2.18	1.42	2.59	3.40	1.77
2.849	1.62	2.19	1.05	1.74	2.13	1.35	2.48	3.39	1.57
2.85	1.62	2.21	1.02	1.71	2.11	1.31	2.45	3.40	1.50
2.851	1.63	2.14	1.11	1.71	2.08	1.33	2.47	3.31	1.63
2.852	1.68	2.17	1.20	1.75	2.10	1.40	2.55	3.34	1.76
2.853	1.64	2.07	1.22	1.74	2.10	1.39	2.49	3.21	1.78
2.854	1.67	2.16	1.17	1.73	2.08	1.38	2.53	3.33	1.72
2.855	1.57	2.06	1.08	1.71	2.06	1.35	2.39	3.19	1.58
2.856	1.54	2.04	1.05	1.68	2.03	1.33	2.34	3.15	1.53
2.857	1.54	2.04	1.04	1.68	2.03	1.32	2.33	3.15	1.52
2.858	1.62	2.11	1.13	1.73	2.08	1.38	2.43	3.23	1.63
2.859	1.59	2.09	1.09	1.77	2.12	1.41	2.39	3.21	1.57
2.86	1.65	2.14	1.16	1.81	2.16	1.46	2.47	3.27	1.67
2.861	1.73	2.20	1.25	1.86	2.20	1.53	2.58	3.36	1.79
2.862	1.78	2.26	1.30	1.89	2.24	1.55	2.65	3.44	1.86
2.863	1.82	2.30	1.33	1.92	2.27	1.57	2.71	3.50	1.91
2.864	1.79	2.28	1.31	1.89	2.24	1.54	2.68	3.47	1.88
2.865	1.77	2.25	1.30	1.90	2.24	1.56	2.65	3.43	1.87
2.866	1.83	2.31	1.36	1.93	2.27	1.59	2.72	3.50	1.95
2.867	1.85	2.32	1.37	1.92	2.26	1.58	2.74	3.53	1.96
2.868	1.83	2.31	1.35	1.91	2.25	1.56	2.73	3.51	1.94
2.869	1.86	2.34	1.38	1.94	2.28	1.60	2.77	3.55	1.98
2.87	1.88	2.35	1.41	1.96	2.30	1.62	2.80	3.58	2.02
2.871	1.86	2.33	1.39	1.94	2.27	1.60	2.78	3.55	2.00
