Age (Ma)	NH extratropics SST (oC)	NH extratropics SST +1 stdev	NH extratropics SST -1 stdev
0.737	-1.20	-0.28	-2.12
0.738	-1.31	-0.41	-2.21
0.739	-1.42	-0.60	-2.24
0.74	-1.61	-0.87	-2.36
0.741	-1.87	-1.17	-2.57
0.742	-2.36	-1.69	-3.03
0.743	-2.54	-1.89	-3.19
0.744	-2.82	-2.09	-3.56
0.745	-2.90	-2.11	-3.69
0.746	-3.10	-2.38	-3.82
0.747	-3.39	-2.61	-4.17
0.748	-3.09	-2.37	-3.81
0.749	-2.71	-2.01	-3.40
0.75	-2.34	-1.63	-3.04
0.751	-2.20	-1.44	-2.95
0.752	-2.13	-1.33	-2.94
0.753	-2.21	-1.31	-3.11
0.754	-2.32	-1.31	-3.34
0.755	-2.73	-1.34	-4.11
0.756	-2.03	-0.87	-3.18
0.757	-2.05	-0.82	-3.28
0.758	-1.77	-0.47	-3.08
0.759	-1.76	-0.41	-3.12
0.76	-1.58	-0.32	-2.84
0.761	-1.65	-0.48	-2.83
0.762	-1.66	-0.56	-2.77
0.763	-1.61	-0.41	-2.81
0.764	-0.90	-0.05	-1.74
0.765	-1.34	-0.26	-2.42
0.766	-1.10	-0.23	-1.96
0.767	-1.20	-0.32	-2.09
0.768	-1.34	-0.40	-2.27
0.769	-1.34	-0.38	-2.30
0.77	-1.66	-0.74	-2.57
0.771	-1.55	-0.73	-2.36
0.772	-1.42	-0.56	-2.28
0.773	-1.44	-0.74	-2.14
0.774	-1.62	-0.81	-2.42
0.775	-1.72	-0.90	-2.54
0.776	-1.81	-0.93	-2.68
0.777	-1.31	-0.59	-2.03
0.778	-0.70	0.09	-1.50
0.779	-1.75	-0.77	-2.72
0.78	-1.45	-0.64	-2.27
0.781	-1.16	-0.47	-1.84
0.782	-0.90	-0.28	-1.52
0.783	-0.91	-0.27	-1.54
0.784	-0.57	0.04	-1.18
0.785	-1.20	-0.34	-2.07
0.786	-1.61	-0.45	-2.78
0.787	-1.80	-0.80	-2.81
0.788	-2.05	-1.21	-2.89
0.789	-2.98	-1.98	-3.97
0.79	-3.60	-2.44	-4.76
0.791	-4.14	-2.80	-5.48
0.792	-3.73	-3.01	-4.46
0.793	-4.46	-3.56	-5.37
0.794	-5.72	-4.34	-7.10
0.795	-5.55	-4.51	-6.59
0.796	-5.52	-4.46	-6.58
0.797	-5.77	-4.66	-6.88
0.798	-4.75	-3.86	-5.64
0.799	-5.89	-4.83	-6.95
0.8	-5.06	-4.20	-5.92
0.801	-6.25	-4.91	-7.59
0.802	-5.27	-4.43	-6.11
0.803	-5.23	-4.39	-6.08
0.804	-4.97	-4.19	-5.74
0.805	-5.10	-4.41	-5.79
0.806	-4.82	-4.13	-5.50
0.807	-4.62	-3.86	-5.37
0.808	-4.24	-3.38	-5.09
0.809	-4.26	-3.46	-5.06
0.81	-4.23	-3.46	-5.00
0.811	-4.19	-3.43	-4.95
0.812	-4.13	-3.37	-4.90
0.813	-4.04	-3.25	-4.83
0.814	-4.06	-3.21	-4.90
0.815	-3.61	-2.84	-4.39
0.816	-3.46	-2.72	-4.20
0.817	-3.21	-2.45	-3.97
0.818	-2.81	-2.02	-3.61
0.819	-2.53	-1.65	-3.41
0.82	-2.52	-1.65	-3.38
0.821	-2.48	-1.63	-3.34
0.822	-2.45	-1.59	-3.30
0.823	-2.54	-1.72	-3.36
0.824	-2.55	-1.74	-3.36
0.825	-2.51	-1.71	-3.31
0.826	-2.51	-1.70	-3.33
0.827	-2.31	-1.46	-3.16
0.828	-2.39	-1.48	-3.30
0.829	-1.98	-1.08	-2.88
0.83	-1.95	-1.05	-2.85
0.831	-1.60	-0.77	-2.44
0.832	-1.45	-0.63	-2.27
0.833	-1.09	-0.35	-1.83
0.834	-1.11	-0.41	-1.81
0.835	-1.51	-0.80	-2.22
0.836	-1.47	-0.74	-2.19
0.837	-1.67	-0.88	-2.46
0.838	-1.67	-0.79	-2.55
0.839	-1.63	-0.78	-2.48
0.84	-1.51	-0.69	-2.33
0.841	-1.28	-0.48	-2.08
0.842	-1.08	-0.28	-1.88
0.843	-1.15	-0.33	-1.96
0.844	-0.77	0.03	-1.56
0.845	-0.79	-0.08	-1.51
0.846	-0.70	-0.04	-1.37
0.847	-0.65	0.00	-1.30
0.848	-0.58	0.09	-1.24
0.849	-0.47	0.23	-1.17
0.85	-0.64	0.06	-1.34
0.851	-0.99	-0.30	-1.68
0.852	-0.86	-0.17	-1.56
0.853	-0.61	0.06	-1.27
0.854	-0.51	0.22	-1.24
0.855	-0.51	0.32	-1.35
0.856	-0.59	0.26	-1.43
0.857	-0.39	0.44	-1.22
0.858	-0.25	0.58	-1.09
0.859	-0.47	0.30	-1.25
0.86	-0.33	0.44	-1.10
0.861	-0.51	0.24	-1.25
0.862	-0.67	0.03	-1.38
0.863	-1.06	-0.32	-1.80
0.864	-1.00	-0.29	-1.71
0.865	-1.57	-0.75	-2.39
0.866	-1.91	-1.10	-2.72
0.867	-2.56	-1.49	-3.63
0.868	-2.18	-1.23	-3.13
0.869	-2.42	-1.52	-3.32
0.87	-2.40	-1.56	-3.23
0.871	-2.24	-1.43	-3.04
0.872	-2.32	-1.40	-3.24
0.873	-2.28	-1.32	-3.24
0.874	-2.47	-1.33	-3.62
0.875	-2.37	-1.18	-3.55
0.876	-2.67	-1.76	-3.58
0.877	-3.42	-2.60	-4.23
0.878	-3.63	-2.82	-4.44
0.879	-3.97	-2.96	-4.99
0.88	-3.56	-2.59	-4.52
0.881	-4.00	-3.06	-4.95
0.882	-3.90	-2.95	-4.86
0.883	-4.07	-3.11	-5.03
0.884	-4.07	-3.10	-5.05
0.885	-4.42	-3.40	-5.45
0.886	-4.44	-3.36	-5.52
0.887	-4.23	-3.18	-5.29
0.888	-4.14	-3.06	-5.22
0.889	-3.87	-2.82	-4.91
0.89	-3.98	-2.94	-5.02
0.891	-3.76	-2.79	-4.73
0.892	-3.77	-2.82	-4.72
0.893	-3.66	-2.77	-4.56
0.894	-3.44	-2.61	-4.27
0.895	-3.27	-2.47	-4.06
0.896	-3.19	-2.39	-3.98
0.897	-3.13	-2.41	-3.86
0.898	-3.08	-2.32	-3.85
0.899	-3.06	-2.29	-3.83
0.9	-3.13	-2.37	-3.88
0.901	-3.09	-2.33	-3.86
0.902	-3.03	-2.23	-3.83
0.903	-2.94	-2.10	-3.77
0.904	-3.09	-2.27	-3.90
0.905	-2.98	-2.18	-3.77
0.906	-3.14	-2.35	-3.93
0.907	-3.07	-2.26	-3.87
0.908	-2.82	-2.06	-3.59
0.909	-2.63	-1.90	-3.35
0.91	-2.43	-1.70	-3.16
0.911	-2.36	-1.61	-3.12
0.912	-2.12	-1.37	-2.86
0.913	-2.43	-1.54	-3.33
0.914	-1.94	-1.14	-2.74
0.915	-2.00	-1.18	-2.82
0.916	-2.34	-1.44	-3.25
0.917	-2.61	-1.66	-3.56
0.918	-2.66	-1.74	-3.58
0.919	-3.18	-2.20	-4.16
0.92	-3.20	-2.30	-4.09
0.921	-3.23	-2.40	-4.06
0.922	-3.28	-2.49	-4.06
0.923	-3.11	-2.36	-3.86
0.924	-3.02	-2.27	-3.77
0.925	-2.86	-2.12	-3.61
0.926	-2.71	-1.98	-3.45
0.927	-2.97	-2.22	-3.72
0.928	-2.85	-2.10	-3.60
0.929	-2.91	-2.13	-3.69
0.93	-2.86	-2.11	-3.60
0.931	-3.10	-2.34	-3.86
0.932	-3.07	-2.32	-3.82
0.933	-2.94	-2.16	-3.72
0.934	-2.43	-1.78	-3.07
0.935	-2.20	-1.50	-2.90
0.936	-1.80	-1.14	-2.46
0.937	-1.70	-1.03	-2.38
0.938	-1.94	-1.23	-2.65
0.939	-1.42	-0.41	-2.43
0.94	-2.32	-1.50	-3.14
0.941	-1.99	-1.24	-2.75
0.942	-1.39	-0.52	-2.27
0.943	-1.91	-1.08	-2.73
0.944	-1.95	-1.16	-2.74
0.945	-1.81	-0.87	-2.75
0.946	-1.67	-0.58	-2.77
0.947	-1.47	-0.35	-2.60
0.948	-1.40	-0.24	-2.56
0.949	-1.19	-0.01	-2.36
0.95	-1.19	0.01	-2.38
0.951	-1.29	-0.07	-2.51
0.952	-1.42	-0.17	-2.67
0.953	-1.35	-0.06	-2.63
0.954	-1.19	0.12	-2.50
0.955	-1.07	0.22	-2.36
0.956	-1.01	0.26	-2.29
0.957	-1.00	0.08	-2.08
0.958	-1.17	-0.17	-2.16
0.959	-1.04	-0.12	-1.96
0.96	-1.13	-0.22	-2.04
0.961	-1.28	-0.39	-2.18
0.962	-1.50	-0.58	-2.43
0.963	-1.53	-0.49	-2.57
0.964	-2.02	-0.98	-3.05
0.965	-2.44	-1.31	-3.58
0.966	-2.26	-1.07	-3.44
0.967	-1.80	-0.56	-3.03
0.968	-2.04	-1.14	-2.94
0.969	-1.89	-1.04	-2.74
0.97	-1.76	-0.93	-2.58
0.971	-1.55	-0.72	-2.39
0.972	-1.41	-0.57	-2.26
0.973	-1.50	-0.70	-2.31
0.974	-1.38	-0.54	-2.22
0.975	-1.54	-0.68	-2.39
0.976	-1.75	-0.82	-2.68
0.977	-1.79	-0.79	-2.79
0.978	-2.23	-1.17	-3.29
0.979	-2.37	-1.41	-3.33
0.98	-2.96	-1.94	-3.97
0.981	-3.00	-1.90	-4.10
0.982	-3.03	-1.89	-4.18
0.983	-3.77	-2.40	-5.13
0.984	-3.90	-2.48	-5.32
0.985	-4.11	-2.64	-5.57
0.986	-3.90	-2.58	-5.22
0.987	-3.84	-2.66	-5.02
0.988	-3.79	-2.69	-4.88
0.989	-3.37	-2.30	-4.45
0.99	-3.23	-2.15	-4.31
0.991	-3.08	-1.99	-4.17
0.992	-2.95	-1.85	-4.04
0.993	-2.98	-1.91	-4.04
0.994	-2.82	-1.80	-3.84
0.995	-2.54	-1.54	-3.55
0.996	-2.41	-1.41	-3.41
0.997	-2.12	-1.09	-3.15
0.998	-2.05	-1.06	-3.03
0.999	-1.91	-1.04	-2.78
1	-2.37	-1.45	-3.30
1.001	-2.00	-1.09	-2.91
1.002	-1.88	-1.09	-2.68
1.003	-2.98	-1.65	-4.30
1.004	-2.95	-1.94	-3.97
1.005	-2.76	-1.80	-3.72
1.006	-2.58	-1.62	-3.53
1.007	-2.39	-1.41	-3.38
1.008	-2.45	-1.49	-3.40
1.009	-2.39	-1.45	-3.34
1.01	-2.34	-1.39	-3.29
1.011	-2.26	-1.29	-3.22
1.012	-2.49	-1.57	-3.40
1.013	-2.62	-1.71	-3.52
1.014	-2.75	-1.80	-3.69
1.015	-2.63	-1.69	-3.57
1.016	-2.38	-1.43	-3.34
1.017	-1.99	-0.93	-3.04
1.018	-2.00	-1.03	-2.98
1.019	-2.16	-1.22	-3.09
1.02	-2.42	-1.44	-3.40
1.021	-2.10	-1.14	-3.07
1.022	-2.03	-1.08	-2.99
1.023	-2.51	-1.50	-3.52
1.024	-2.65	-1.53	-3.77
1.025	-2.32	-1.22	-3.41
1.026	-2.08	-1.01	-3.15
1.027	-1.89	-0.86	-2.91
1.028	-1.70	-0.71	-2.68
1.029	-1.62	-0.68	-2.57
1.03	-1.66	-0.76	-2.56
1.031	-1.60	-0.71	-2.48
1.032	-1.56	-0.69	-2.43
1.033	-1.52	-0.67	-2.38
1.034	-1.47	-0.62	-2.33
1.035	-1.59	-0.73	-2.45
1.036	-1.82	-0.97	-2.66
1.037	-1.76	-0.90	-2.62
1.038	-1.83	-0.94	-2.72
1.039	-1.91	-0.98	-2.85
1.04	-1.34	-0.27	-2.40
1.041	-1.83	-0.89	-2.77
1.042	-1.46	-0.54	-2.37
1.043	-1.35	-0.42	-2.27
1.044	-1.24	-0.30	-2.18
1.045	-1.17	-0.21	-2.13
1.046	-1.10	-0.12	-2.09
1.047	-0.96	0.02	-1.94
1.048	-1.05	0.00	-2.09
1.049	-1.24	-0.27	-2.22
1.05	-0.92	0.03	-1.86
1.051	-1.11	-0.18	-2.04
1.052	-1.56	-0.51	-2.62
1.053	-1.57	-0.52	-2.62
1.054	-1.64	-0.52	-2.76
1.055	-1.21	-0.18	-2.23
1.056	-1.93	-0.95	-2.91
1.057	-1.81	-0.92	-2.69
1.058	-2.00	-1.11	-2.88
1.059	-2.19	-1.26	-3.12
1.06	-2.11	-1.22	-3.01
1.061	-2.12	-1.21	-3.02
1.062	-1.88	-1.02	-2.73
1.063	-1.64	-0.80	-2.48
1.064	-1.38	-0.48	-2.27
1.065	-0.99	-0.05	-1.93
1.066	-0.49	0.46	-1.43
1.067	-0.17	0.74	-1.09
1.068	0.15	1.06	-0.75
1.069	0.48	1.40	-0.44
1.07	0.52	1.51	-0.47
1.071	0.34	1.37	-0.68
1.072	0.14	1.22	-0.94
1.073	0.03	1.12	-1.06
1.074	-0.08	1.03	-1.19
1.075	-0.03	0.99	-1.06
1.076	0.18	1.08	-0.71
1.077	0.09	1.00	-0.81
1.078	0.18	1.06	-0.70
1.079	0.39	1.25	-0.48
1.08	0.62	1.52	-0.29
1.081	0.85	1.83	-0.13
1.082	0.98	2.05	-0.08
1.083	1.07	2.22	-0.09
1.084	1.15	2.42	-0.12
1.085	0.95	2.15	-0.25
1.086	0.12	1.36	-1.11
1.087	-0.04	1.13	-1.22
1.088	-0.68	0.28	-1.63
1.089	-0.62	0.36	-1.60
1.09	-0.80	0.18	-1.78
1.091	-0.76	0.16	-1.67
1.092	-0.60	0.35	-1.55
1.093	-1.26	-0.44	-2.08
1.094	-1.69	-0.89	-2.49
1.095	-2.17	-1.41	-2.92
1.096	-2.37	-1.62	-3.12
1.097	-2.49	-1.65	-3.32
1.098	-2.15	-1.10	-3.20
1.099	-3.02	-1.74	-4.30
1.1	-2.99	-1.88	-4.09
1.101	-2.95	-1.97	-3.93
1.102	-2.91	-1.98	-3.85
1.103	-2.89	-1.92	-3.86
1.104	-2.64	-1.63	-3.65
1.105	-2.80	-1.78	-3.83
1.106	-2.30	-1.29	-3.31
1.107	-1.88	-0.65	-3.11
1.108	-1.57	-0.31	-2.83
1.109	-1.39	-0.18	-2.61
1.11	-0.97	0.33	-2.26
1.111	-1.00	0.24	-2.25
1.112	-1.09	0.10	-2.28
1.113	-1.18	-0.03	-2.33
1.114	-1.23	-0.13	-2.33
1.115	-1.23	-0.17	-2.28
1.116	-1.23	-0.21	-2.24
1.117	-1.20	-0.21	-2.20
1.118	-1.25	-0.29	-2.22
1.119	-1.49	-0.59	-2.38
1.12	-1.79	-0.98	-2.60
1.121	-1.97	-1.18	-2.75
1.122	-2.18	-1.42	-2.94
1.123	-2.44	-1.69	-3.18
1.124	-2.50	-1.82	-3.18
1.125	-2.56	-1.91	-3.21
1.126	-2.64	-2.00	-3.28
1.127	-2.67	-1.96	-3.38
1.128	-2.51	-1.83	-3.18
1.129	-2.54	-1.92	-3.15
1.13	-2.56	-1.96	-3.16
1.131	-2.21	-1.49	-2.93
1.132	-2.93	-2.15	-3.71
1.133	-3.26	-2.32	-4.20
1.134	-2.89	-2.11	-3.67
1.135	-2.59	-1.80	-3.39
1.136	-2.63	-1.78	-3.48
1.137	-2.68	-1.71	-3.64
1.138	-2.56	-1.58	-3.55
1.139	-2.29	-1.31	-3.27
1.14	-2.09	-1.10	-3.07
1.141	-1.57	-0.58	-2.56
1.142	-1.74	-0.77	-2.70
1.143	-1.53	-0.64	-2.42
1.144	-1.32	-0.49	-2.14
1.145	-1.11	-0.35	-1.88
1.146	-0.72	-0.02	-1.41
1.147	-0.32	0.36	-0.99
1.148	-0.08	0.69	-0.84
1.149	0.12	1.03	-0.79
1.15	0.38	1.37	-0.62
1.151	0.14	0.86	-0.59
1.152	-0.11	0.52	-0.74
1.153	-0.26	0.54	-1.05
1.154	0.11	0.83	-0.61
1.155	0.47	1.15	-0.20
1.156	0.78	1.43	0.13
1.157	1.00	1.67	0.33
1.158	0.95	1.64	0.27
1.159	0.90	1.62	0.18
1.16	0.84	1.61	0.08
1.161	0.79	1.60	-0.03
1.162	0.90	1.68	0.12
1.163	1.23	2.02	0.44
1.164	1.10	1.92	0.29
1.165	1.02	1.84	0.21
1.166	0.98	1.78	0.18
1.167	0.94	1.79	0.09
1.168	0.91	1.79	0.03
1.169	0.89	1.80	-0.02
1.17	0.97	1.90	0.04
1.171	1.00	1.94	0.06
1.172	1.05	2.00	0.10
1.173	1.10	2.06	0.14
1.174	1.29	2.20	0.39
1.175	1.01	1.97	0.05
1.176	0.98	1.95	0.02
1.177	0.94	1.91	-0.03
1.178	0.89	1.87	-0.08
1.179	0.84	1.80	-0.12
1.18	0.78	1.75	-0.18
1.181	1.00	1.83	0.17
1.182	1.19	1.90	0.47
1.183	1.32	1.95	0.68
1.184	1.39	1.99	0.79
1.185	1.53	2.18	0.89
1.186	1.58	2.29	0.87
1.187	1.33	2.15	0.51
1.188	1.27	2.12	0.43
1.189	1.21	2.08	0.35
1.19	0.80	1.86	-0.26
1.191	0.54	1.64	-0.57
1.192	0.27	1.45	-0.90
1.193	0.10	1.24	-1.04
1.194	-0.07	1.03	-1.18
1.195	-0.25	0.83	-1.33
1.196	-0.38	0.66	-1.41
1.197	-0.21	0.75	-1.17
1.198	-0.65	0.33	-1.62
1.199	-0.68	0.33	-1.69
1.2	-0.72	0.34	-1.78
1.201	-0.70	0.40	-1.81
1.202	-0.76	0.44	-1.97
1.203	-0.87	0.39	-2.13
1.204	-0.98	0.35	-2.30
1.205	-1.12	0.26	-2.51
1.206	-1.19	0.19	-2.57
1.207	-1.32	0.02	-2.66
1.208	-1.02	0.02	-2.06
1.209	-0.80	0.16	-1.76
1.21	-0.58	0.38	-1.53
1.211	-0.29	0.69	-1.28
1.212	-0.01	1.08	-1.10
1.213	-0.24	0.73	-1.21
1.214	-0.47	0.41	-1.35
1.215	-0.70	0.15	-1.55
1.216	-1.19	-0.38	-2.00
1.217	-1.63	-0.83	-2.44
1.218	-1.75	-0.95	-2.55
1.219	-2.08	-1.27	-2.88
1.22	-1.96	-1.17	-2.75
1.221	-1.74	-0.95	-2.53
1.222	-1.52	-0.70	-2.33
1.223	-1.28	-0.43	-2.13
1.224	-1.12	-0.24	-1.99
1.225	-0.93	-0.03	-1.83
1.226	-0.73	0.20	-1.65
1.227	-0.82	0.14	-1.77
1.228	-0.37	0.64	-1.37
1.229	-0.08	0.90	-1.06
1.23	0.20	1.20	-0.79
1.231	0.42	1.37	-0.53
1.232	0.60	1.53	-0.33
1.233	0.55	1.45	-0.36
1.234	0.50	1.39	-0.40
1.235	0.45	1.35	-0.45
1.236	0.39	1.31	-0.52
1.237	0.28	1.20	-0.64
1.238	0.04	0.98	-0.91
1.239	-0.21	0.79	-1.21
1.24	-0.27	0.72	-1.25
1.241	-0.32	0.69	-1.34
1.242	-0.47	0.60	-1.54
1.243	-1.01	0.09	-2.11
1.244	-1.42	-0.34	-2.49
1.245	-1.90	-0.83	-2.96
1.246	-2.70	-1.47	-3.94
1.247	-3.03	-1.80	-4.26
1.248	-2.85	-1.85	-3.86
1.249	-2.85	-1.96	-3.74
1.25	-3.09	-2.19	-3.98
1.251	-3.11	-2.23	-4.00
1.252	-2.83	-1.94	-3.72
1.253	-2.93	-2.04	-3.83
1.254	-2.93	-2.12	-3.74
1.255	-2.91	-2.15	-3.67
1.256	-2.89	-2.16	-3.62
1.257	-2.57	-1.93	-3.21
1.258	-2.26	-1.55	-2.96
1.259	-2.23	-1.47	-3.00
1.26	-2.15	-1.27	-3.04
1.261	-2.09	-1.07	-3.11
1.262	-1.91	-0.93	-2.89
1.263	-1.73	-0.73	-2.72
1.264	-1.42	-0.46	-2.38
1.265	-1.34	-0.17	-2.50
1.266	-1.42	-0.24	-2.59
1.267	-1.51	-0.34	-2.68
1.268	-1.55	-0.39	-2.71
1.269	-1.58	-0.42	-2.74
1.27	-1.48	-0.30	-2.65
1.271	-1.49	-0.38	-2.60
1.272	-1.53	-0.44	-2.61
1.273	-1.56	-0.47	-2.65
1.274	-1.65	-0.54	-2.77
1.275	-1.62	-0.57	-2.67
1.276	-1.39	-0.49	-2.29
1.277	-1.36	-0.46	-2.26
1.278	-1.20	-0.34	-2.06
1.279	-1.42	-0.58	-2.26
1.28	-1.03	-0.24	-1.82
1.281	-0.99	-0.16	-1.83
1.282	-1.39	-0.40	-2.38
1.283	-1.38	-0.39	-2.38
1.284	-1.85	-0.63	-3.08
1.285	-2.02	-0.74	-3.29
1.286	-2.04	-0.84	-3.25
1.287	-1.44	-0.35	-2.53
1.288	-1.53	-0.48	-2.59
1.289	-1.68	-0.63	-2.73
1.29	-1.82	-0.76	-2.89
1.291	-1.93	-0.82	-3.04
1.292	-2.04	-0.86	-3.21
1.293	-2.11	-0.88	-3.35
1.294	-2.24	-0.97	-3.52
1.295	-2.38	-1.07	-3.69
1.296	-2.52	-1.16	-3.88
1.297	-2.32	-1.25	-3.39
1.298	-2.25	-1.19	-3.32
1.299	-2.03	-1.09	-2.97
1.3	-1.72	-0.84	-2.59
1.301	-1.45	-0.57	-2.32
1.302	-1.26	-0.40	-2.11
1.303	-1.07	-0.20	-1.94
1.304	-0.85	0.00	-1.71
1.305	-0.64	0.21	-1.49
1.306	-0.42	0.44	-1.29
1.307	-0.27	0.60	-1.15
1.308	-0.15	0.74	-1.05
1.309	-0.04	0.89	-0.96
1.31	0.07	1.02	-0.87
1.311	0.18	1.16	-0.79
1.312	0.33	1.35	-0.68
1.313	0.48	1.54	-0.58
1.314	0.60	1.71	-0.51
1.315	0.73	1.83	-0.37
1.316	0.78	1.87	-0.31
1.317	0.77	1.80	-0.25
1.318	0.77	1.74	-0.21
1.319	0.76	1.70	-0.18
1.32	0.75	1.67	-0.17
1.321	0.52	1.40	-0.35
1.322	0.29	1.18	-0.59
1.323	-0.19	0.75	-1.13
1.324	-0.29	0.75	-1.33
1.325	-0.56	0.59	-1.71
1.326	-0.86	0.42	-2.14
1.327	-0.76	0.44	-1.96
1.328	-0.65	0.49	-1.80
1.329	-0.66	0.48	-1.79
1.33	-0.59	0.54	-1.71
1.331	-0.53	0.65	-1.71
1.332	-0.35	0.86	-1.55
1.333	-0.52	0.61	-1.66
1.334	-0.70	0.41	-1.81
1.335	-0.86	0.26	-1.99
1.336	-0.61	0.43	-1.65
1.337	-1.24	0.05	-2.52
1.338	-1.27	0.04	-2.57
1.339	-1.35	-0.06	-2.64
1.34	-1.34	-0.10	-2.57
1.341	-1.32	-0.12	-2.52
1.342	-1.50	-0.29	-2.71
1.343	-1.45	-0.29	-2.62
1.344	-1.10	0.00	-2.20
1.345	-0.74	0.35	-1.83
1.346	-0.30	0.84	-1.44
1.347	0.12	1.35	-1.10
1.348	0.32	1.61	-0.97
1.349	0.40	1.75	-0.94
1.35	0.45	1.85	-0.95
1.351	0.73	1.99	-0.53
1.352	1.15	2.27	0.03
1.353	1.41	2.54	0.29
1.354	1.68	2.82	0.53
1.355	1.98	3.14	0.81
1.356	2.13	3.31	0.95
1.357	2.30	3.50	1.10
1.358	2.45	3.68	1.23
1.359	1.98	3.17	0.79
1.36	1.87	2.98	0.77
1.361	1.58	2.59	0.58
1.362	1.30	2.22	0.37
1.363	1.00	1.84	0.15
1.364	0.90	1.72	0.08
1.365	0.72	1.50	-0.06
1.366	0.59	1.39	-0.21
1.367	-0.14	0.80	-1.09
1.368	0.05	0.81	-0.71
1.369	0.31	1.08	-0.46
1.37	-0.46	0.29	-1.21
1.371	-0.92	-0.15	-1.69
1.372	-1.26	-0.55	-1.97
1.373	-1.63	-0.93	-2.33
1.374	-1.74	-1.03	-2.45
1.375	-1.12	-0.28	-1.97
1.376	-1.72	-1.01	-2.43
1.377	-1.60	-0.87	-2.33
1.378	-1.38	-0.65	-2.11
1.379	-1.31	-0.62	-2.00
1.38	-1.34	-0.71	-1.98
1.381	-1.37	-0.73	-2.01
1.382	-1.39	-0.72	-2.07
1.383	-1.52	-0.81	-2.22
1.384	-1.52	-0.77	-2.28
1.385	-1.46	-0.70	-2.21
1.386	-0.66	0.42	-1.74
1.387	-0.62	0.45	-1.68
1.388	-0.51	0.53	-1.55
1.389	-0.59	0.43	-1.60
1.39	-0.67	0.37	-1.71
1.391	-0.29	0.72	-1.31
1.392	-0.35	0.65	-1.35
1.393	-0.41	0.59	-1.40
1.394	-0.34	0.61	-1.29
1.395	-0.78	0.34	-1.90
1.396	-0.96	0.31	-2.23
1.397	-1.15	0.30	-2.61
1.398	-1.33	0.27	-2.92
1.399	-1.34	0.19	-2.88
1.4	-1.30	0.11	-2.70
1.401	-1.22	0.05	-2.50
1.402	-1.12	0.04	-2.29
1.403	-1.02	0.05	-2.09
1.404	-1.02	-0.04	-2.00
1.405	-1.02	-0.09	-1.94
1.406	-1.09	-0.20	-1.97
1.407	-1.33	-0.40	-2.26
1.408	-1.13	-0.27	-2.00
1.409	-0.53	0.30	-1.36
1.41	-0.64	0.19	-1.47
1.411	-0.40	0.56	-1.35
1.412	-0.40	0.60	-1.40
1.413	-0.31	0.73	-1.35
1.414	0.29	1.46	-0.87
1.415	-0.04	1.14	-1.22
1.416	0.43	1.65	-0.79
1.417	0.62	1.90	-0.66
1.418	0.32	1.75	-1.11
1.419	0.10	1.52	-1.31
1.42	0.29	1.71	-1.13
1.421	0.48	1.99	-1.03
1.422	0.56	2.20	-1.07
1.423	0.45	1.93	-1.03
1.424	0.46	1.77	-0.86
1.425	0.68	1.76	-0.40
1.426	0.69	1.65	-0.28
1.427	0.67	1.56	-0.23
1.428	0.80	1.59	0.00
1.429	0.62	1.39	-0.16
1.43	0.69	1.45	-0.08
1.431	0.82	1.54	0.10
1.432	0.99	1.68	0.31
1.433	1.08	1.80	0.35
1.434	1.19	1.94	0.44
1.435	1.21	2.04	0.38
1.436	1.12	1.91	0.34
1.437	1.08	1.82	0.34
1.438	0.99	1.74	0.24
1.439	0.87	1.65	0.10
1.44	0.73	1.60	-0.13
1.441	0.94	1.76	0.12
1.442	0.85	1.71	-0.02
1.443	0.85	1.72	-0.01
1.444	0.78	1.67	-0.10
1.445	0.83	1.68	-0.02
1.446	0.81	1.67	-0.05
1.447	0.77	1.65	-0.11
1.448	0.57	1.45	-0.30
1.449	0.41	1.25	-0.43
1.45	0.24	1.09	-0.60
1.451	-0.08	0.73	-0.90
1.452	-0.41	0.45	-1.27
1.453	-0.87	-0.07	-1.67
1.454	-1.34	-0.53	-2.15
1.455	-1.73	-0.84	-2.61
1.456	-1.81	-0.92	-2.69
1.457	-1.83	-0.95	-2.71
1.458	-2.00	-1.16	-2.83
1.459	-2.08	-1.31	-2.85
1.46	-1.75	-1.00	-2.51
1.461	-1.85	-1.09	-2.61
1.462	-1.76	-0.88	-2.64
1.463	-1.58	-0.65	-2.51
1.464	-1.37	-0.39	-2.35
1.465	-1.20	-0.17	-2.22
1.466	-1.01	0.06	-2.09
1.467	-0.82	0.30	-1.95
1.468	-0.68	0.50	-1.87
1.469	-0.43	0.75	-1.60
1.47	-0.38	0.66	-1.41
1.471	-0.32	0.59	-1.24
1.472	-0.27	0.55	-1.09
1.473	-0.19	0.57	-0.95
1.474	-0.31	0.51	-1.13
1.475	0.12	0.93	-0.69
1.476	0.47	1.36	-0.41
1.477	0.84	1.78	-0.10
1.478	0.99	1.88	0.10
1.479	1.10	1.95	0.24
1.48	1.10	1.91	0.28
1.481	1.09	1.88	0.29
1.482	1.08	1.87	0.28
1.483	1.13	1.92	0.33
1.484	1.18	1.97	0.38
1.485	1.22	2.02	0.42
1.486	1.18	1.93	0.42
1.487	1.43	2.19	0.68
1.488	1.50	2.20	0.80
1.489	1.33	1.99	0.66
1.49	1.14	1.84	0.43
1.491	0.94	1.76	0.11
1.492	0.68	1.67	-0.30
1.493	0.36	1.28	-0.57
1.494	0.06	0.93	-0.82
1.495	-0.24	0.64	-1.11
1.496	-0.54	0.31	-1.39
1.497	-0.80	0.06	-1.67
