Age	OcnTemp	sigma
4.338	1.155	0.52
4.339	1.295	0.56
4.34	1.205	0.53
4.341	1.235	0.55
4.342	1.245	0.55
4.343	1.21	0.59
4.344	1.075	0.45
4.345	1.19	0.59
4.346	1.19	0.59
4.347	1.2	0.59
4.348	1.22	0.58
4.349	1.24	0.57
4.35	1.27	0.56
4.351	1.29	0.55
4.352	1.315	0.51
4.353	1.35	0.53
4.354	1.34	0.54
4.355	1.325	0.55
4.356	1.485	0.57
4.357	1.355	0.54
4.358	1.395	0.53
4.359	1.43	0.51
4.36	1.355	0.40
4.361	1.34	0.41
4.362	1.37	0.41
4.363	1.375	0.41
4.364	1.365	0.41
4.365	1.32	0.41
4.366	1.345	0.42
4.367	1.32	0.43
4.368	1.31	0.43
4.369	1.305	0.43
4.37	1.295	0.43
4.371	1.29	0.43
4.372	1.305	0.41
4.373	1.33	0.40
4.374	1.35	0.38
4.375	1.295	0.41
4.376	1.29	0.42
4.377	1.295	0.42
4.378	1.32	0.41
4.379	1.335	0.41
4.38	1.455	0.46
4.381	1.48	0.45
4.382	1.48	0.45
4.383	1.47	0.46
4.384	1.47	0.46
4.385	1.47	0.46
4.386	1.465	0.42
4.387	1.475	0.44
4.388	1.47	0.44
4.389	1.46	0.41
4.39	1.45	0.40
4.391	1.505	0.43
4.392	1.5	0.41
4.393	1.385	0.37
4.394	1.425	0.40
4.395	1.435	0.42
4.396	1.415	0.42
4.397	1.395	0.43
4.398	1.395	0.43
4.399	1.395	0.42
4.4	1.38	0.45
4.401	1.53	0.54
4.402	1.295	0.51
4.403	1.265	0.52
4.404	1.305	0.58
4.405	1.24	0.54
4.406	1.21	0.54
4.407	1.18	0.52
4.408	1.24	0.51
4.409	1.22	0.51
4.41	1.195	0.50
4.411	1.285	0.49
4.412	1.18	0.51
4.413	1.17	0.51
4.414	1.155	0.51
4.415	1.15	0.51
4.416	1.145	0.51
4.417	1.125	0.55
4.418	1.13	0.55
4.419	1.135	0.55
4.42	1.195	0.50
4.421	1.165	0.55
4.422	1.17	0.50
4.423	1.185	0.50
4.424	1.32	0.45
4.425	1.385	0.54
4.426	1.22	0.49
4.427	1.235	0.49
4.428	1.27	0.50
4.429	1.28	0.50
4.43	1.285	0.50
4.431	1.235	0.51
4.432	1.29	0.50
4.433	1.295	0.50
4.434	1.28	0.43
4.435	1.31	0.49
4.436	1.31	0.49
4.437	1.305	0.49
4.438	1.3	0.49
4.439	1.33	0.46
4.44	1.275	0.47
4.441	1.345	0.47
4.442	1.34	0.47
4.443	1.275	0.42
4.444	1.34	0.46
4.445	1.345	0.46
4.446	1.535	0.48
4.447	1.34	0.46
4.448	1.305	0.45
4.449	1.315	0.45
4.45	1.225	0.35
4.451	1.265	0.40
4.452	1.235	0.42
4.453	1.25	0.44
4.454	1.25	0.44
4.455	1.245	0.44
4.456	1.245	0.44
4.457	1.19	0.44
4.458	1.135	0.45
4.459	1.075	0.46
4.46	1.05	0.44
4.461	1.065	0.45
4.462	1.06	0.45
4.463	1.09	0.45
4.464	1.115	0.45
4.465	1.15	0.45
4.466	1.165	0.45
4.467	1.175	0.44
4.468	1.185	0.44
4.469	1.4	0.51
4.47	1.22	0.44
4.471	1.365	0.51
4.472	1.385	0.50
4.473	1.415	0.50
4.474	1.45	0.50
4.475	1.485	0.48
4.476	1.48	0.46
4.477	1.48	0.45
4.478	1.475	0.43
4.479	1.505	0.47
4.48	1.43	0.36
4.481	1.455	0.45
4.482	1.415	0.44
4.483	1.425	0.46
4.484	1.41	0.46
4.485	1.4	0.46
4.486	1.39	0.46
4.487	1.385	0.46
4.488	1.37	0.46
4.489	1.37	0.46
4.49	1.35	0.46
4.491	1.28	0.46
4.492	1.32	0.47
4.493	1.15	0.36
4.494	1.29	0.44
4.495	1.275	0.47
4.496	1.255	0.54
4.497	1.225	0.55
4.498	1.2	0.55
4.499	1.18	0.56
4.5	1.185	0.56
4.501	1.155	0.54
4.502	1.19	0.56
4.503	1.185	0.56
4.504	1.18	0.56
4.505	1.185	0.56
4.506	1.195	0.56
4.507	1.2	0.55
4.508	1.495	0.61
4.509	1.29	0.51
4.51	1.205	0.47
4.511	1.115	0.51
4.512	1.385	0.64
4.513	1.1	0.57
4.514	1.08	0.58
4.515	0.95	0.49
4.516	1.05	0.59
4.517	1.04	0.59
4.518	1.04	0.59
4.519	1.045	0.59
4.52	1.05	0.56
4.521	1.05	0.59
4.522	0.99	0.52
4.523	1.025	0.51
4.524	1.045	0.59
4.525	1.045	0.59
4.526	1.045	0.59
4.527	1.04	0.59
4.528	0.945	0.65
4.529	0.955	0.61
4.53	0.935	0.65
4.531	0.95	0.65
4.532	0.94	0.59
4.533	0.965	0.65
4.534	1.265	0.71
4.535	1.01	0.66
4.536	1.035	0.66
4.537	1.035	0.67
4.538	1.065	0.59
4.539	1.055	0.55
4.54	1.145	0.53
4.541	1.165	0.52
4.542	1.175	0.51
4.543	1.2	0.50
4.544	1.24	0.47
4.545	1.235	0.48
4.546	1.285	0.47
4.547	1.335	0.44
4.548	1.335	0.44
4.549	1.365	0.43
4.55	1.39	0.43
4.551	1.405	0.42
4.552	1.415	0.43
4.553	1.425	0.44
4.554	1.425	0.44
4.555	1.425	0.44
4.556	1.42	0.44
4.557	1.51	0.46
4.558	1.395	0.45
4.559	1.36	0.44
4.56	1.345	0.42
4.561	1.41	0.47
4.562	1.38	0.50
4.563	1.315	0.47
4.564	1.385	0.54
4.565	1.335	0.49
4.566	1.46	0.59
4.567	1.46	0.59
4.568	1.47	0.58
4.569	1.455	0.57
4.57	1.46	0.57
4.571	1.46	0.56
4.572	1.455	0.56
4.573	1.45	0.56
4.574	1.53	0.57
4.575	1.43	0.55
4.576	1.37	0.53
4.577	1.4	0.47
4.578	1.39	0.50
4.579	1.61	0.53
4.58	1.375	0.48
4.581	1.42	0.50
4.582	1.43	0.50
4.583	1.445	0.50
4.584	1.44	0.51
4.585	1.42	0.52
4.586	1.43	0.49
4.587	1.365	0.57
4.588	1.32	0.57
4.589	1.275	0.57
4.59	1.36	0.45
4.591	1.415	0.50
4.592	1.385	0.49
4.593	1.26	0.42
4.594	1.345	0.47
4.595	1.315	0.49
4.596	1.23	0.55
4.597	1.21	0.56
4.598	1.185	0.56
4.599	1.205	0.56
4.6	1.18	0.49
4.601	1.255	0.55
4.602	1.48	0.59
4.603	1.42	0.60
4.604	1.425	0.55
4.605	1.445	0.58
4.606	1.455	0.57
4.607	1.37	0.50
4.608	1.355	0.57
4.609	1.34	0.58
4.61	1.325	0.59
4.611	1.315	0.61
4.612	1.3	0.60
4.613	1.295	0.59
4.614	1.335	0.61
4.615	1.21	0.54
4.616	1.205	0.54
4.617	1.19	0.54
4.618	1.175	0.54
4.619	1.145	0.55
4.62	1.115	0.55
4.621	1.165	0.53
4.622	1.13	0.55
4.623	1.205	0.58
4.624	1.47	0.62
4.625	1.36	0.64
4.626	1.305	0.56
4.627	1.335	0.56
4.628	1.365	0.55
4.629	1.26	0.44
4.63	1.435	0.55
4.631	1.435	0.55
4.632	1.455	0.55
4.633	1.46	0.55
4.634	1.445	0.55
4.635	1.43	0.55
4.636	1.41	0.55
4.637	1.395	0.55
4.638	1.38	0.56
4.639	1.365	0.56
4.64	1.33	0.48
4.641	1.35	0.57
4.642	1.4	0.59
4.643	1.385	0.60
4.644	1.375	0.60
4.645	1.425	0.54
4.646	1.395	0.60
4.647	1.62	0.63
4.648	1.38	0.59
4.649	1.44	0.55
4.65	1.44	0.55
4.651	1.435	0.50
4.652	1.445	0.54
4.653	1.43	0.53
4.654	1.46	0.50
4.655	1.42	0.50
4.656	1.4	0.52
4.657	1.385	0.52
4.658	1.315	0.47
4.659	1.31	0.51
4.66	1.29	0.54
4.661	1.125	0.46
4.662	1.23	0.55
4.663	1.195	0.59
4.664	1.18	0.59
4.665	1.165	0.59
4.666	1.165	0.59
4.667	1.18	0.58
4.668	1.21	0.57
4.669	1.235	0.57
4.67	1.325	0.48
4.671	1.29	0.51
4.672	1.29	0.50
4.673	1.31	0.50
4.674	1.465	0.50
4.675	1.305	0.49
4.676	1.295	0.49
4.677	1.37	0.55
4.678	1.27	0.50
4.679	1.275	0.49
4.68	1.275	0.49
4.681	1.28	0.49
4.682	1.28	0.49
4.683	1.26	0.47
4.684	1.3	0.46
4.685	1.345	0.45
4.686	1.39	0.45
4.687	1.44	0.44
4.688	1.505	0.44
4.689	1.49	0.44
4.69	1.59	0.46
4.691	1.42	0.43
4.692	1.365	0.44
4.693	1.33	0.44
4.694	1.285	0.44
4.695	1.23	0.43
4.696	1.19	0.46
4.697	1.145	0.48
4.698	1.005	0.42
4.699	1.14	0.46
4.7	1.145	0.43
4.701	1.175	0.45
4.702	1.24	0.42
4.703	1.22	0.45
4.704	1.23	0.42
4.705	1.25	0.44
4.706	1.245	0.47
4.707	1.26	0.47
4.708	1.27	0.47
4.709	1.28	0.47
4.71	1.29	0.47
4.711	1.28	0.47
4.712	1.375	0.46
4.713	1.275	0.45
4.714	1.27	0.45
4.715	1.275	0.45
4.716	1.135	0.49
4.717	1.135	0.48
4.718	1.135	0.48
4.719	1.15	0.48
4.72	1.225	0.44
4.721	1.245	0.44
4.722	1.255	0.44
4.723	1.3	0.43
4.724	1.34	0.43
4.725	1.35	0.43
4.726	1.355	0.43
4.727	1.385	0.43
4.728	1.375	0.38
4.729	1.41	0.44
4.73	1.445	0.39
4.731	1.43	0.45
4.732	1.435	0.46
4.733	1.4	0.46
4.734	1.37	0.46
4.735	1.43	0.46
4.736	1.31	0.45
4.737	1.28	0.45
4.738	1.265	0.45
4.739	1.49	0.45
4.74	1.315	0.42
4.741	1.275	0.46
4.742	1.375	0.42
4.743	1.305	0.43
4.744	1.325	0.43
4.745	1.355	0.43
4.746	1.39	0.43
4.747	1.42	0.41
4.748	1.445	0.41
4.749	1.39	0.41
4.75	1.34	0.44
4.751	1.24	0.39
4.752	1.235	0.45
4.753	1.22	0.41
4.754	1.205	0.42
4.755	1.15	0.42
4.756	1.105	0.43
4.757	1.34	0.46
4.758	1.005	0.46
4.759	1.02	0.48
4.76	1.045	0.48
4.761	1.09	0.47
4.762	1.145	0.45
4.763	1.185	0.44
4.764	1.23	0.43
4.765	1.26	0.43
4.766	1.285	0.43
4.767	1.285	0.40
4.768	1.345	0.46
4.769	1.335	0.47
4.77	1.315	0.44
4.771	1.29	0.44
4.772	1.265	0.44
4.773	1.25	0.42
4.774	1.225	0.50
4.775	1.21	0.50
4.776	1.19	0.50
4.777	1.09	0.48
4.778	1.09	0.45
4.779	1.045	0.48
4.78	1.16	0.52
4.781	1.05	0.45
4.782	1.025	0.49
4.783	1.045	0.48
4.784	1.065	0.48
4.785	1.085	0.47
4.786	1.105	0.47
4.787	1.13	0.47
4.788	1.135	0.47
4.789	1.13	0.47
4.79	1.145	0.47
4.791	1.11	0.52
4.792	1.125	0.49
4.793	1.13	0.51
4.794	1.14	0.50
4.795	1.145	0.50
4.796	1.14	0.50
4.797	1.13	0.50
4.798	1.085	0.45
4.799	1.13	0.46
4.8	0.805	0.52
4.801	1.01	0.50
4.802	0.995	0.47
4.803	0.955	0.52
4.804	1.12	0.55
4.805	1.335	0.57
4.806	1.13	0.53
4.807	1.135	0.53
4.808	1.12	0.53
4.809	1.34	0.56
4.81	1.335	0.57
4.811	1.325	0.58
4.812	1.315	0.57
4.813	1.31	0.57
4.814	1.3	0.57
4.815	1.36	0.61
4.816	1.28	0.57
4.817	1.3	0.55
4.818	1.245	0.58
4.819	1.215	0.56
4.82	1.155	0.54
4.821	1.18	0.52
4.822	1.21	0.51
4.823	1.195	0.46
4.824	1.24	0.44
4.825	1.21	0.47
4.826	1.195	0.49
4.827	1.16	0.52
4.828	1.145	0.52
4.829	1.16	0.53
4.83	1.105	0.51
4.831	1.21	0.54
4.832	1.17	0.48
4.833	1.2	0.47
4.834	1.19	0.44
4.835	1.235	0.50
4.836	1.245	0.49
4.837	1.26	0.49
4.838	1.28	0.48
4.839	1.3	0.47
4.84	1.31	0.47
4.841	1.305	0.60
4.842	1.31	0.61
4.843	1.285	0.66
4.844	1.28	0.67
4.845	1.255	0.69
4.846	1.23	0.70
4.847	1.21	0.72
4.848	1.185	0.74
4.849	1.185	0.74
4.85	1.185	0.73
4.851	1.355	0.83
4.852	1.18	0.72
4.853	1.18	0.72
4.854	1.18	0.71
4.855	1.175	0.71
4.856	1.175	0.71
4.857	1.215	0.66
4.858	1.185	0.68
4.859	1.19	0.67
4.86	1.195	0.64
4.861	1.23	0.60
4.862	1.23	0.56
4.863	1.275	0.56
4.864	1.385	0.58
4.865	1.265	0.57
4.866	1.24	0.55
4.867	1.33	0.65
4.868	1.315	0.67
4.869	1.32	0.70
4.87	1.15	0.54
4.871	1.255	0.61
4.872	1.28	0.60
4.873	1.3	0.59
4.874	1.305	0.59
4.875	1.33	0.60
4.876	1.325	0.60
4.877	1.335	0.59
4.878	1.345	0.59
4.879	1.375	0.53
4.88	1.365	0.54
4.881	1.395	0.51
4.882	1.425	0.55
4.883	1.45	0.55
4.884	1.285	0.48
4.885	1.47	0.56
4.886	1.47	0.57
4.887	1.46	0.58
4.888	1.435	0.59
4.889	1.405	0.59
4.89	1.37	0.61
4.891	1.305	0.65
4.892	1.265	0.69
4.893	1.18	0.69
4.894	1.165	0.65
4.895	1.19	0.64
4.896	1.21	0.62
4.897	1.155	0.59
4.898	1.16	0.59
4.899	1.16	0.59
4.9	1.14	0.54
4.901	1.17	0.58
4.902	1.18	0.58
4.903	1.19	0.57
4.904	1.23	0.57
4.905	1.235	0.57
4.906	1.24	0.57
4.907	1.23	0.58
4.908	1.185	0.55
4.909	1.205	0.59
4.91	1.205	0.59
4.911	1.19	0.66
4.912	1.165	0.66
4.913	1.18	0.63
4.914	1.17	0.74
4.915	1.18	0.75
4.916	1.2	0.75
4.917	1.22	0.75
4.918	1.11	0.66
4.919	1.26	0.75
4.92	1.245	0.63
4.921	1.3	0.73
4.922	1.33	0.70
4.923	1.345	0.68
4.924	1.33	0.63
4.925	1.41	0.65
4.926	1.39	0.60
4.927	1.385	0.62
4.928	1.22	0.58
4.929	1.37	0.65
4.93	1.37	0.66
4.931	1.355	0.64
4.932	1.36	0.65
4.933	1.38	0.66
4.934	1.275	0.59
4.935	1.425	0.62
4.936	1.385	0.66
4.937	1.385	0.66
4.938	1.385	0.66
4.939	1.38	0.66
4.94	1.335	0.64
4.941	1.34	0.67
4.942	1.325	0.68
4.943	1.31	0.66
4.944	1.315	0.70
4.945	1.18	0.61
4.946	1.325	0.70
4.947	1.325	0.70
4.948	1.32	0.69
4.949	1.32	0.69
4.95	1.325	0.68
4.951	1.44	0.65
4.952	1.355	0.67
4.953	1.365	0.66
4.954	1.39	0.62
4.955	1.415	0.59
4.956	1.435	0.56
4.957	1.44	0.54
4.958	1.52	0.55
4.959	1.51	0.55
4.96	1.47	0.51
4.961	1.575	0.58
4.962	1.495	0.57
4.963	1.49	0.59
4.964	1.5	0.57
4.965	1.475	0.62
4.966	1.47	0.63
4.967	1.465	0.65
4.968	1.46	0.68
4.969	1.445	0.59
4.97	1.505	0.63
4.971	1.36	0.54
4.972	1.535	0.59
4.973	1.545	0.58
4.974	1.55	0.57
4.975	1.555	0.56
4.976	1.55	0.55
4.977	1.55	0.54
4.978	1.44	0.48
4.979	1.53	0.52
4.98	1.54	0.49
4.981	1.535	0.51
4.982	1.525	0.52
4.983	1.515	0.53
4.984	1.515	0.54
4.985	1.515	0.56
4.986	1.515	0.58
4.987	1.525	0.61
4.988	1.53	0.63
4.989	1.535	0.66
4.99	1.525	0.57
4.991	1.645	0.72
4.992	1.66	0.71
4.993	1.72	0.66
4.994	1.72	0.64
4.995	1.715	0.67
4.996	1.73	0.66
4.997	1.785	0.61
4.998	1.735	0.69
4.999	1.735	0.72
5	1.715	0.64

