Time	d18O	d18Ostd	d18O_lo	d18O_up
500.0	3.8071823	0.13809806	4.0778545	3.5365101
501.0	3.7542508	0.073821081	3.8989401	3.6095615
502.0	3.800658	0.160906	4.1160338	3.4852823
503.0	3.9068282	0.24457842	4.3862019	3.4274546
504.0	3.8885218	0.22136489	4.322397	3.4546466
505.0	3.9237465	0.069105417	4.0591931	3.7882999
506.0	3.9984417	0.17034325	4.3323145	3.664569
507.0	4.0053408	0.086911389	4.1756872	3.8349945
508.0	4.0692818	0.16665171	4.3959191	3.7426445
509.0	4.0706748	0.1089771	4.28427	3.8570797
510.0	4.181779	0.30170651	4.7731237	3.5904342
511.0	4.1883047	0.1341688	4.4512756	3.9253339
512.0	4.1929105	0.078515528	4.346801	4.0390201
513.0	4.1861254	0.098511791	4.3792085	3.9930423
514.0	4.12107	0.11610576	4.3486373	3.8935027
515.0	4.1854219	0.11176227	4.404476	3.9663679
516.0	4.1105593	0.15228223	4.4090324	3.8120861
517.0	4.0761093	0.15652279	4.382894	3.7693246
518.0	4.0396599	0.13565107	4.305536	3.7737838
519.0	4.1167304	0.32141747	4.7467086	3.4867521
520.0	3.956003	0.10854252	4.1687464	3.7432597
521.0	3.9877896	0.11404711	4.2113219	3.7642573
522.0	3.956012	0.20425583	4.3563534	3.5556705
523.0	3.8668397	0.15083383	4.162474	3.5712054
524.0	3.8780579	0.09967668	4.0734242	3.6826916
525.0	3.986903	0.48588533	4.9392382	3.0345678
526.0	3.8436623	0.2255056	4.2856533	3.4016713
527.0	3.9472966	0.13141243	4.204865	3.6897283
528.0	3.870621	0.20721591	4.2767642	3.4644778
529.0	3.9722338	0.12872854	4.2245417	3.7199259
530.0	4.0325247	0.13581038	4.2987131	3.7663364
531.0	4.0937292	0.26636423	4.6158031	3.5716553
532.0	4.0266245	0.072390902	4.1685107	3.8847383
533.0	4.1122701	0.12104719	4.3495225	3.8750176
534.0	4.0432446	0.33896294	4.7076119	3.3788772
535.0	4.1339801	0.12242767	4.3739383	3.8940219
536.0	4.3201961	0.22258077	4.7564544	3.8839378
537.0	4.4418559	0.20881776	4.8511388	4.0325731
538.0	4.4104162	0.29391546	4.9864905	3.8343419
539.0	4.4808023	0.22861274	4.9288833	4.0327213
540.0	4.5605151	0.28004789	5.109409	4.0116213
541.0	4.6836193	0.1530164	4.9835314	4.3837071
542.0	4.4932388	0.25291359	4.9889495	3.9975282
543.0	4.4596744	0.32046921	5.087794	3.8315547
544.0	4.545786	0.22170996	4.9803375	4.1112345
545.0	4.5372999	0.19253211	4.9146628	4.1599369
546.0	4.6222811	0.14572027	4.9078929	4.3366694
547.0	4.6065832	0.16992103	4.9396284	4.273538
548.0	4.6329238	0.21354812	5.0514781	4.2143695
549.0	4.5648499	0.19216717	4.9414975	4.1882022
550.0	4.57151	0.22779812	5.0179944	4.1250257
551.0	4.4903058	0.16412685	4.8119944	4.1686171
552.0	4.5179044	0.12258045	4.7581621	4.2776467
553.0	4.4346931	0.17796581	4.7835061	4.0858801
554.0	4.4107799	0.17546294	4.7546873	4.0668725
555.0	4.4083495	0.13515957	4.6732622	4.1434367
556.0	4.366846	0.12305575	4.6080353	4.1256568
557.0	4.3658905	0.14245183	4.6450961	4.0866849
558.0	4.282955	0.32681734	4.9235169	3.642393
559.0	4.2541161	0.064237203	4.3800211	4.1282112
560.0	4.1543859	0.11943063	4.38847	3.9203019
561.0	4.1783833	0.12488693	4.4231617	3.9336049
562.0	4.0980293	0.13232436	4.3573851	3.8386736
563.0	4.0529951	0.24055102	4.5244751	3.5815151
564.0	3.9780902	0.15796391	4.2876995	3.668481
565.0	3.9619967	0.15478089	4.2653673	3.6586262
566.0	3.7846902	0.18042853	4.1383301	3.4310503
567.0	3.8708038	0.25407296	4.3687868	3.3728208
568.0	3.968376	0.09883904	4.1621005	3.7746514
569.0	4.0398065	0.1821495	4.3968195	3.6827935
570.0	3.9155202	0.15189777	4.2132398	3.6178006
571.0	3.7998755	0.17337919	4.1396987	3.4600523
572.0	3.677075	0.14735192	3.9658848	3.3882653
573.0	3.6387459	0.18693145	4.0051315	3.2723602
574.0	3.6674844	0.39381269	4.4393573	2.8956115
575.0	3.44341	0.075751284	3.5918825	3.2949375
576.0	3.4672174	0.12364339	3.7095584	3.2248764
577.0	3.3905173	0.11578466	3.6174552	3.1635794
578.0	3.4296483	0.14524718	3.7143328	3.1449638
579.0	3.5772915	0.2581738	4.0833122	3.0712709
580.0	3.4903547	0.16881107	3.8212244	3.159485
581.0	3.7321687	0.29087478	4.3022832	3.1620541
582.0	4.1177422	0.22054627	4.5500129	3.6854715
583.0	4.3484109	0.20254178	4.7453928	3.951429
584.0	4.1784669	0.28032653	4.7279069	3.6290269
585.0	4.2996672	0.16005621	4.6133774	3.9859571
586.0	4.1563441	0.21172789	4.5713307	3.7413574
587.0	4.2334866	0.12560899	4.4796802	3.987293
588.0	4.1392063	0.16606294	4.4646896	3.8137229
589.0	4.1338248	0.06786994	4.2668498	4.0007997
590.0	4.1456573	0.11774824	4.3764438	3.9148707
591.0	3.9649712	0.20144797	4.3598093	3.5701332
592.0	4.062618	0.11359652	4.2852671	3.8399688
593.0	4.1624829	0.1551684	4.466613	3.8583528
594.0	4.038323	0.10719848	4.248432	3.8282139
595.0	3.985252	0.20568585	4.3883962	3.5821077
596.0	3.9175558	0.12317939	4.1589874	3.6761242
597.0	3.8769336	0.15340847	4.1776142	3.576253
598.0	3.9280911	0.21081965	4.3412976	3.5148846
599.0	4.0757291	0.15832298	4.3860421	3.765416
600.0	3.7147963	0.47098538	4.6379276	2.791665
602.0	4.2623767	0.38558133	5.0181161	3.5066373
604.0	3.9677281	0.1412421	4.2445626	3.6908936
606.0	3.8215897	0.1490372	4.1137026	3.5294768
608.0	3.7805251	0.13645271	4.0479724	3.5130778
610.0	3.6357946	0.15621793	3.9419818	3.3296075
612.0	3.4566409	0.088319854	3.6297478	3.283534
614.0	3.5494556	0.079870976	3.7060027	3.3929085
616.0	3.6370002	0.15868366	3.9480201	3.3259802
618.0	3.6152456	0.41437677	4.427424	2.8030671
620.0	3.8508469	0.21540214	4.2730351	3.4286587
622.0	4.3199019	0.14851285	4.6109871	4.0288168
624.0	4.8537562	0.26711777	5.377307	4.3302054
626.0	4.8574151	0.29281607	5.4313346	4.2834956
628.0	5.105348	0.26462035	5.6240039	4.5866921
630.0	5.1406884	0.15392489	5.4423812	4.8389956
632.0	4.9823266	0.18434389	5.3436406	4.6210126
634.0	4.8388031	0.2299472	5.2894996	4.3881066
636.0	4.9532436	0.099578268	5.148417	4.7580701
638.0	4.8013951	0.30226905	5.3938425	4.2089478
640.0	4.9196981	0.13904886	5.1922338	4.6471623
642.0	4.7683833	0.21047254	5.1809095	4.3558571
644.0	4.7578869	0.10579651	4.965248	4.5505257
646.0	4.6764081	0.13819085	4.9472622	4.405554
648.0	4.7028229	0.23020686	5.1540283	4.2516174
650.0	4.6796281	0.24814909	5.1660003	4.1932559
652.0	4.6204542	0.24166575	5.0941191	4.1467894
654.0	4.6549105	0.086640156	4.8247252	4.4850958
656.0	4.3692872	0.42262378	5.1976298	3.5409446
658.0	4.6125368	0.10206445	4.8125831	4.4124904
660.0	4.603597	0.10858669	4.8164269	4.390767
662.0	4.5469968	0.20489792	4.9485968	4.1453969
664.0	4.5328786	0.33224214	5.1840732	3.881684
666.0	4.518827	0.13292949	4.7793688	4.2582852
668.0	4.4947683	0.20334852	4.8933314	4.0962052
670.0	4.4619317	0.16167751	4.7788196	4.1450437
672.0	4.4496565	0.15913958	4.7615701	4.1377429
674.0	4.3811635	0.1544796	4.6839436	4.0783835
676.0	4.3790443	0.1253836	4.6247962	4.1332925
678.0	4.1631298	0.18525163	4.526223	3.8000366
680.0	4.0320596	0.30957464	4.6388259	3.4252933
682.0	4.2322273	0.13522924	4.4972766	3.967178
684.0	4.0669267	0.19040593	4.4401223	3.693731
686.0	4.1084625	0.21944899	4.5385825	3.6783425
688.0	3.8981318	0.17498354	4.2410995	3.5551641
690.0	3.7723485	0.31947825	4.3985259	3.1461712
692.0	3.6738391	0.13214464	3.9328426	3.4148356
694.0	3.7175635	0.19516253	4.100082	3.3350449
696.0	3.6256075	0.1282766	3.8770296	3.3741854
698.0	3.6064591	0.17967566	3.9586234	3.2542948
700.0	3.8227543	0.35662694	4.5217431	3.1237655
702.0	3.8047686	0.18048692	4.1585229	3.4510142
704.0	3.8703955	0.14335554	4.1513724	3.5894187
706.0	3.8374702	0.15052386	4.132497	3.5424434
708.0	3.9818598	0.079149543	4.1369929	3.8267267
710.0	3.9856664	0.47871745	4.9239526	3.0473802
712.0	4.0593559	0.15060207	4.3545359	3.7641758
714.0	4.1696522	0.241336	4.6426708	3.6966336
716.0	4.354365	0.18786125	4.722573	3.9861569
718.0	4.6101714	0.25087639	5.1018891	4.1184536
720.0	4.6445049	0.22081991	5.077312	4.2116979
722.0	4.6269552	0.18411877	4.987828	4.2660825
724.0	4.4633988	0.093610426	4.6468752	4.2799223
726.0	4.3499317	0.084301078	4.5151619	4.1847016
728.0	4.1892785	0.12173737	4.4278838	3.9506733
730.0	4.10158	0.18340465	4.4610531	3.7421069
732.0	4.0033435	0.30033583	4.5920017	3.4146852
734.0	4.0841295	0.11663439	4.3127329	3.8555261
736.0	4.1633481	0.1669341	4.490539	3.8361573
738.0	4.2342281	0.14162338	4.51181	3.9566463
740.0	4.1754296	0.29164939	4.7470624	3.6037968
742.0	4.2181486	0.099386493	4.4129461	4.0233511
744.0	4.3613019	0.42425052	5.192833	3.5297709
746.0	4.5971765	0.22299619	5.034249	4.160104
748.0	4.5829288	0.1749264	4.9257846	4.2400731
750.0	4.5107876	0.1665499	4.8372254	4.1843498
752.0	4.3788382	0.26080289	4.8900119	3.8676645
754.0	4.4732215	0.091412723	4.6523904	4.2940525
756.0	4.3006431	0.10260628	4.5017514	4.0995348
758.0	4.2225635	0.27064758	4.7530327	3.6920942
760.0	4.2298289	0.12229085	4.469519	3.9901389
762.0	4.1122316	0.15574031	4.4174826	3.8069806
764.0	3.9589882	0.12643747	4.2068057	3.7111708
766.0	4.0527735	0.26710697	4.5763031	3.5292438
768.0	3.9645422	0.2030832	4.3625852	3.5664991
770.0	3.8907142	0.14036423	4.165828	3.6156003
772.0	3.7057895	0.1126526	3.9265886	3.4849904
774.0	3.7018634	0.16700583	4.0291948	3.374532
776.0	3.6363468	0.13278421	3.8966038	3.3760897
778.0	3.7638637	0.34490045	4.4398685	3.0878588
780.0	3.5506837	0.082078033	3.7115567	3.3898108
782.0	3.5843084	0.13698202	3.8527932	3.3158237
784.0	3.4388638	0.16241863	3.7572043	3.1205232
786.0	3.6267226	0.26390322	4.1439729	3.1094723
788.0	3.6117392	0.15316027	3.9119333	3.311545
790.0	3.9473935	0.30011745	4.5356237	3.3591633
792.0	4.1417437	0.16906947	4.4731199	3.8103675
794.0	4.4218791	0.34457309	5.0972424	3.7465159
796.0	4.482464	0.38137356	5.2299561	3.7349718
798.0	4.7157931	0.14691525	5.003747	4.4278392
800.0	4.6763057	0.11911937	4.9097796	4.4428317
802.0	4.5757385	0.092230046	4.7565094	4.3949676
804.0	4.5514221	0.11349282	4.773868	4.3289762
806.0	4.4504388	0.1212515	4.6880917	4.2127859
808.0	4.3950731	0.082226368	4.5562368	4.2339094
810.0	4.2885234	0.14857508	4.5797305	3.9973162
812.0	4.2006734	0.1851535	4.5635743	3.8377726
814.0	3.9295869	0.37007057	4.6549253	3.2042486
816.0	4.0581589	0.11943251	4.2922466	3.8240712
818.0	3.8523123	0.13480451	4.1165292	3.5880955
820.0	3.8372875	0.14919216	4.1297041	3.5448708
822.0	3.7309475	0.14401667	4.0132202	3.4486749
824.0	3.7493067	0.23343128	4.2068321	3.2917814
826.0	4.0744703	0.27739067	4.618156	3.5307846
828.0	3.9516797	0.17151741	4.2878539	3.6155056
830.0	3.9425685	0.11921478	4.1762295	3.7089075
832.0	4.000107	0.16281315	4.3192207	3.6809932
834.0	3.8175848	0.10392386	4.0212755	3.613894
836.0	3.7409637	0.1784249	4.0906765	3.3912509
838.0	3.9465839	0.18300519	4.3052741	3.5878937
840.0	3.791204	0.085405342	3.9585985	3.6238096
842.0	3.8068131	0.22047792	4.2389499	3.3746764
844.0	3.715772	0.1062271	3.9239772	3.5075669
846.0	3.638445	0.050949988	3.738307	3.538583
848.0	3.5065768	0.11178937	3.725684	3.2874696
850.0	3.4444386	0.11974559	3.67914	3.2097373
852.0	3.7648453	0.17104797	4.1000993	3.4295912
854.0	3.7756692	0.26917844	4.303259	3.2480795
856.0	3.5877038	0.10291234	3.789412	3.3859956
858.0	3.5029756	0.1023567	3.7035948	3.3023565
860.0	3.4030458	0.10651151	3.6118084	3.1942833
862.0	3.5716961	0.28954226	4.139199	3.0041933
864.0	3.4831267	0.27349789	4.0191825	2.9470708
866.0	3.7342489	0.38670439	4.4921895	2.9763083
868.0	4.1854048	0.25650333	4.6881513	3.6826582
870.0	4.5365216	0.16434977	4.8586471	4.2143961
872.0	4.7225061	0.14009212	4.9970866	4.4479255
874.0	4.6541939	0.29946113	5.2411378	4.0672501
876.0	4.7032945	0.1656542	5.0279767	4.3786122
878.0	4.6400785	0.1316	4.8980146	4.3821425
880.0	4.542855	0.11735553	4.7728718	4.3128382
882.0	4.3170621	0.4236826	5.14748	3.4866442
884.0	4.5207961	0.2024488	4.9175957	4.1239964
886.0	4.4615151	0.096743685	4.6511328	4.2718975
888.0	4.4330204	0.19445784	4.8141577	4.051883
890.0	4.4540062	0.12483167	4.6986763	4.2093361
892.0	4.3348581	0.25539778	4.8354377	3.8342785
894.0	4.3901598	0.098299407	4.5828266	4.1974929
896.0	4.2973807	0.13467926	4.5613521	4.0334094
898.0	4.1468896	0.17956509	4.4988372	3.7949421
900.0	4.1038116	0.26725707	4.6276355	3.5799877
902.0	4.1088235	0.12788406	4.3594763	3.8581708
904.0	4.0796842	0.10535671	4.2861833	3.873185
906.0	4.0530719	0.10450854	4.2579086	3.8482352
908.0	3.9890373	0.22038807	4.420998	3.5570767
910.0	4.0502128	0.10176041	4.2496632	3.8507624
912.0	4.0818297	0.14226331	4.3606658	3.8029936
914.0	4.0779092	0.17291291	4.4168185	3.7389999
916.0	4.0404334	0.3558979	4.7379933	3.3428736
918.0	4.4506716	0.16251974	4.7692103	4.1321329
920.0	4.5835647	0.22406631	5.0227347	4.1443947
922.0	4.4686758	0.13887805	4.7408768	4.1964748
924.0	4.3306668	0.11095284	4.5481344	4.1131993
926.0	4.2075734	0.15377721	4.5089768	3.9061701
928.0	4.0901725	0.24613722	4.5726015	3.6077436
930.0	4.005704	0.26528072	4.5256542	3.4857538
932.0	3.9758735	0.10739994	4.1863773	3.7653696
934.0	3.8962802	0.20011932	4.288514	3.5040463
936.0	3.8446941	0.1447851	4.1284729	3.5609153
938.0	3.69844	0.17163985	4.0348541	3.3620258
940.0	3.6890179	0.12501296	3.9340434	3.4439925
942.0	3.5817441	0.12233197	3.8215148	3.3419734
944.0	3.4453031	0.10470483	3.6505246	3.2400817
946.0	3.5106005	0.23308231	3.9674418	3.0537592
948.0	3.3803607	0.11292844	3.6017004	3.1590209
950.0	3.353705	0.076686378	3.5040103	3.2033997
952.0	3.2833061	0.1285783	3.5353195	3.0312926
954.0	3.358826	0.15097677	3.6547404	3.0629115
956.0	3.286702	0.14598096	3.5728247	3.0005793
958.0	3.4376312	0.32741041	4.0793556	2.7959068
960.0	4.0405563	0.35756371	4.7413812	3.3397315
962.0	4.2748152	0.38058834	5.0207684	3.5288621
964.0	4.5074429	0.19823434	4.8959822	4.1189036
966.0	4.320251	0.25610758	4.8222219	3.8182802
968.0	4.2349721	0.20606346	4.6388565	3.8310877
970.0	4.1411301	0.12067115	4.3776456	3.9046147
972.0	3.8804089	0.12444635	4.1243237	3.636494
974.0	3.9086285	0.18474164	4.2707221	3.5465349
976.0	3.8029836	0.088046997	3.9755557	3.6304114
978.0	3.6720157	0.13957706	3.9455868	3.3984447
980.0	3.7691102	0.19737495	4.1559651	3.3822553
982.0	3.9915161	0.30988989	4.5989003	3.3841319
984.0	4.104056	0.1688368	4.4349761	3.7731358
986.0	4.2242261	0.17389849	4.5650672	3.8833851
988.0	4.0852675	0.088034579	4.2578152	3.9127197
990.0	3.9949853	0.12237477	4.2348398	3.7551308
992.0	3.9185278	0.08886423	4.0927017	3.7443539
994.0	3.801322	0.20940157	4.211749	3.3908949
996.0	3.7958493	0.07411795	3.9411205	3.6505781
998.0	3.779853	0.19083415	4.153888	3.4058181
1000.0	3.8596062	0.1112268	4.0776107	3.6416017
1002.0	4.133423	0.15795129	4.4430075	3.8238384
1004.0	4.3505702	0.14347398	4.6317792	4.0693612
1006.0	4.254564	0.12875421	4.5069222	4.0022057
1008.0	4.1625324	0.14177583	4.440413	3.8846518
1010.0	4.0823464	0.18684583	4.4485643	3.7161286
1012.0	4.0448077	0.13976238	4.3187419	3.7708734
1014.0	3.8905001	0.13418846	4.1535095	3.6274907
1016.0	3.7393047	0.31010731	4.3471151	3.1314944
1018.0	3.8658631	0.16877087	4.196654	3.5350722
1020.0	3.7283131	0.11002842	3.9439688	3.5126574
1022.0	3.6418932	0.24198373	4.1161813	3.1676051
1024.0	3.6737954	0.21555446	4.0962822	3.2513087
1026.0	3.8033095	0.39780714	4.5830114	3.0236075
1028.0	3.7127059	0.10996037	3.9282283	3.4971836
1030.0	3.7913216	0.12561279	4.0375227	3.5451205
1032.0	4.0111957	0.15659101	4.3181141	3.7042773
1034.0	4.2634983	0.11285272	4.4846896	4.042307
1036.0	4.3331093	0.13531108	4.598319	4.0678996
1038.0	4.4271828	0.17030671	4.7609839	4.0933816
1040.0	4.2956163	0.25449696	4.7944303	3.7968022
1042.0	4.3086291	0.33087818	4.9571503	3.6601078
1044.0	4.4055344	0.15364461	4.7066779	4.104391
1046.0	4.3415358	0.17109096	4.6768741	4.0061976
1048.0	4.2928686	0.1919497	4.66909	3.9166472
1050.0	4.2710742	0.14545409	4.5561643	3.9859842
1052.0	4.1923926	0.15115905	4.4886643	3.8961209
1054.0	4.1864037	0.10798209	4.3980486	3.9747589
1056.0	4.0748608	0.31037911	4.6832039	3.4665177
1058.0	4.1108225	0.12227747	4.3504863	3.8711586
1060.0	3.8726802	0.19577437	4.2563979	3.4889624
1062.0	3.7419487	0.28047363	4.291677	3.1922203
1064.0	3.4629947	0.20426133	3.8633469	3.0626425
1066.0	3.3281411	0.30621491	3.9283224	2.7279599
1068.0	3.2554956	0.15744466	3.5640871	2.946904
1070.0	3.3041017	0.10534788	3.5105835	3.0976198
1072.0	3.2888061	0.29900546	3.8748568	2.7027554
1074.0	3.3222666	0.082472102	3.4839119	3.1606213
1076.0	3.5588699	0.33359629	4.2127186	2.9050212
1078.0	3.5181525	0.10939891	3.7325743	3.3037306
1080.0	3.5662843	0.24253666	4.0416561	3.0909124
1082.0	3.6546771	0.19321046	4.0333696	3.2759846
1084.0	3.6839533	0.098821555	3.8776435	3.490263
1086.0	3.7378682	0.1044862	3.9426611	3.5330752
1088.0	3.8188579	0.21683229	4.2438492	3.3938666
1090.0	3.8365033	0.16030664	4.1507043	3.5223022
1092.0	3.9005421	0.11640828	4.1287023	3.6723818
1094.0	3.9532519	0.14609936	4.2396067	3.6668972
1096.0	4.0274643	0.15414739	4.3295932	3.7253354
1098.0	4.1213374	0.093350786	4.304305	3.9383699
1100.0	4.2963582	0.14501193	4.5805816	4.0121349
1102.0	4.1379493	0.12851916	4.3898469	3.8860518
1104.0	4.0546544	0.11325543	4.276635	3.8326738
1106.0	3.8100284	0.16625896	4.135896	3.4841608
1108.0	3.6568096	0.25752599	4.1615605	3.1520586
1110.0	3.6496516	0.20911241	4.0595119	3.2397912
1112.0	3.7104915	0.11130464	3.9286486	3.4923344
1114.0	3.889467	0.083535026	4.0531957	3.7257384
1116.0	4.0590847	0.1571088	4.367018	3.7511515
1118.0	4.127781	0.066181826	4.2574974	3.9980646
1120.0	4.1963946	0.2141669	4.6161618	3.7766275
1122.0	4.4745939	0.19567587	4.8581186	4.0910692
1124.0	4.37908	0.21035664	4.791379	3.9667809
1126.0	4.4777217	0.13098888	4.7344599	4.2209835
1128.0	4.4219039	0.10168316	4.6212029	4.222605
1130.0	4.2708884	0.10312696	4.4730172	4.0687595
1132.0	4.0794935	0.17347184	4.4194983	3.7394886
1134.0	3.9450088	0.27028824	4.4747738	3.4152439
1136.0	4.1685584	0.087827002	4.3406993	3.9964175
1138.0	3.9296527	0.16554783	4.2541264	3.605179
1140.0	3.9255735	0.23445703	4.3851093	3.4660377
1142.0	3.8477389	0.11147674	4.0662333	3.6292445
1144.0	3.9101115	0.12446792	4.1540686	3.6661544
1146.0	3.7785315	0.12609396	4.0256757	3.5313873
1148.0	3.8742349	0.29582419	4.4540504	3.2944195
1150.0	3.6957043	0.1139873	3.9191194	3.4722891
1152.0	3.6532729	0.1127497	3.8742623	3.4322835
1154.0	3.595021	0.19650108	3.9801632	3.2098789
1156.0	3.6117049	0.15052565	3.9067352	3.3166747
1158.0	3.5522737	0.1240597	3.7954307	3.3091167
1160.0	3.5977093	0.17140506	3.9336632	3.2617554
1162.0	3.4811265	0.11808539	3.7125738	3.2496791
1164.0	3.5361612	0.10930816	3.7504052	3.3219172
1166.0	3.4943827	0.072009366	3.6355211	3.3532444
1168.0	3.4685184	0.17613031	3.8137338	3.123303
1170.0	3.5766096	0.12344823	3.8185681	3.334651
1172.0	3.6594106	0.10947888	3.8739892	3.444832
1174.0	3.69563	0.12391313	3.9384997	3.4527602
1176.0	3.6678715	0.27812663	4.2129997	3.1227433
1178.0	3.6053259	0.12452165	3.8493884	3.3612635
1180.0	3.6320489	0.29868981	4.2174809	3.0466169
1182.0	3.6340382	0.10407951	3.8380341	3.4300424
1184.0	3.701011	0.097471048	3.8920542	3.5099677
1186.0	3.7587678	0.22437285	4.1985386	3.318997
1188.0	3.6441276	0.088706634	3.8179926	3.4702626
1190.0	3.7808751	0.20322881	4.1792036	3.3825467
1192.0	4.0903311	0.15998707	4.4039058	3.7767564
1194.0	4.2391279	0.097336059	4.4299066	4.0483492
1196.0	4.3993023	0.083771963	4.5634954	4.2351093
1198.0	4.4198153	0.20553756	4.8226689	4.0169617
1200.0	4.5784556	0.12704593	4.8274656	4.3294456
1202.0	4.3369791	0.27789484	4.881653	3.7923053
1204.0	4.4555344	0.1021936	4.6558338	4.2552349
1206.0	4.2287245	0.34613346	4.907146	3.5503029
1208.0	4.4361233	0.092892386	4.6181924	4.2540542
1210.0	4.3105208	0.10160878	4.509674	4.1113676
1212.0	3.9916466	0.21699036	4.4169477	3.5663455
1214.0	4.1720696	0.071989413	4.3131688	4.0309703
1216.0	4.0395094	0.18471827	4.4015573	3.6774616
1218.0	3.7774473	0.40919707	4.5794736	2.9754211
1220.0	4.0498754	0.10517358	4.2560156	3.8437351
1222.0	3.8005236	0.19377663	4.1803258	3.4207214
1224.0	3.7072341	0.10833358	3.919568	3.4949003
1226.0	3.4991459	0.13940633	3.7723824	3.2259095
1228.0	3.412219	0.17275152	3.7508119	3.073626
1230.0	3.3072372	0.094750732	3.4929486	3.1215257
1232.0	3.3440555	0.16853314	3.6743805	3.0137305
1234.0	3.3221955	0.1109918	3.5397394	3.1046516
1236.0	3.3210955	0.12134868	3.5589389	3.0832521
1238.0	3.2941888	0.17146006	3.6302506	2.9581271
1240.0	3.3739905	0.25686272	3.8774414	2.8705396
1242.0	3.5473785	0.36991994	4.2724216	2.8223354
1244.0	3.6216446	0.31080099	4.2308145	3.0124746
1246.0	4.1799212	0.094981143	4.3660842	3.9937581
1248.0	4.3697742	0.10647438	4.5784639	4.1610844
1250.0	4.374257	0.1605577	4.68895	4.0595639
1252.0	4.2766078	0.3485485	4.9597629	3.5934527
1254.0	4.3957182	0.09082737	4.5737398	4.2176965
1256.0	4.2185579	0.12944157	4.4722634	3.9648524
1258.0	4.1461565	0.09375428	4.3299149	3.9623981
1260.0	4.002275	0.29192807	4.5744541	3.430096
1262.0	4.0727824	0.078135184	4.2259274	3.9196375
1264.0	3.9248554	0.12614287	4.1720954	3.6776154
1266.0	3.9019915	0.078701492	4.0562464	3.7477366
1268.0	3.8098683	0.10768218	4.0209253	3.5988112
1270.0	3.740215	0.14932668	4.0328953	3.4475347
1272.0	3.6267872	0.136446	3.8942214	3.359353
1274.0	3.6557122	0.059286495	3.7719137	3.5395106
1276.0	3.5992986	0.11086329	3.8165907	3.3820066
1278.0	3.6909815	0.17436907	4.0327448	3.3492181
1280.0	3.664926	0.20872331	4.0740237	3.2558284
1282.0	3.6539628	0.3329234	4.3064927	3.001433
1284.0	3.8918994	0.10673366	4.1010974	3.6827015
1286.0	4.0403954	0.21648568	4.4647073	3.6160834
1288.0	4.2974151	0.12619346	4.5447543	4.0500759
1290.0	4.3115209	0.13204592	4.5703309	4.0527109
1292.0	4.1770867	0.082855538	4.3394835	4.0146898
1294.0	3.8925622	0.20264947	4.2897551	3.4953692
1296.0	4.170562	0.12631331	4.4181361	3.9229879
1298.0	4.0280202	0.11883572	4.2609382	3.7951022
1300.0	3.9443649	0.35591755	4.6419633	3.2467665
1302.0	3.9363948	0.14343613	4.2175296	3.65526
1304.0	3.7184344	0.19277313	4.0962697	3.340599
1306.0	3.7964206	0.14896825	4.0883984	3.5044428
1308.0	3.6814319	0.10174905	3.88086	3.4820038
1310.0	3.5867126	0.11180241	3.8058453	3.3675799
1312.0	3.5525543	0.32957117	4.1985138	2.9065948
1314.0	3.5108881	0.1554612	3.8155921	3.2061842
1316.0	3.4597149	0.29515443	4.0382176	2.8812122
1318.0	3.6652099	0.29584472	4.2450655	3.0853542
1320.0	3.7433876	0.15271753	4.0427139	3.4440612
1322.0	3.7914919	0.11631302	4.0194654	3.5635183
1324.0	3.8856359	0.15765802	4.1946456	3.5766262
1326.0	3.9191177	0.19760973	4.3064327	3.5318026
1328.0	4.0872774	0.072715325	4.2297994	3.9447554
1330.0	4.0917137	0.071820044	4.232481	3.9509464
1332.0	4.1007646	0.225741	4.543217	3.6583123
1334.0	4.1126376	0.12021884	4.3482666	3.8770087
1336.0	4.1999929	0.077746831	4.3523767	4.0476092
1338.0	4.1852527	0.12108914	4.4225874	3.947918
1340.0	4.0827694	0.24182707	4.5567504	3.6087883
1342.0	3.9820248	0.12968797	4.2362132	3.7278364
1344.0	3.7166944	0.20988827	4.1280754	3.3053134
1346.0	3.6315939	0.32658444	4.2716994	2.9914884
1348.0	3.4800335	0.22504817	3.9211279	3.0389391
1350.0	3.3825391	0.16320016	3.7024114	3.0626668
1352.0	3.2922428	0.19570153	3.6758178	2.9086678
1354.0	3.3287298	0.12486349	3.5734622	3.0839973
1356.0	3.2983907	0.096150795	3.4868463	3.1099352
1358.0	3.4135973	0.23464584	3.8735032	2.9536915
1360.0	3.5690343	0.084918521	3.7354746	3.402594
1362.0	3.703482	0.213432	4.1218087	3.2851553
1364.0	3.8415469	0.076175608	3.9908511	3.6922427
1366.0	3.9244465	0.13038697	4.180005	3.6688881
1368.0	4.041105	0.1052645	4.2474234	3.8347866
1370.0	4.130672	0.098158739	4.3230631	3.9382808
1372.0	4.1544019	0.041529762	4.2358002	4.0730036
1374.0	4.0885856	0.18956589	4.4601347	3.7170364
1376.0	4.0751967	0.32627201	4.7146899	3.4357036
1378.0	4.2765272	0.078327235	4.4300486	4.1230059
1380.0	4.0234133	0.10070989	4.2208047	3.8260219
1382.0	3.9364479	0.16536745	4.2605681	3.6123277
1384.0	3.8789901	0.078964059	4.0337596	3.7242205
1386.0	3.7085685	0.073720537	3.8530607	3.5640762
1388.0	3.5598762	0.18118121	3.9149914	3.204761
1390.0	3.6174421	0.16260878	3.9361553	3.2987289
1392.0	3.4909619	0.1164601	3.7192237	3.2627001
